ensembl_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
ENSMUSG00000043110,0,0,0.9030960886078282,0.24821050443222278,0,0,8.48497312449004,198.0719825369138,676
ENSMUSG00000043557,0,1.4207546905621624,2.5984414707752035,3.2385280569257664,2.2139366385708,4.845353682754768,10.0629156251597,2584.3453894267614,58
ENSMUSG00000043895,0,0,2.36784795745914,1.259094148397703,0,1.1894273375311575,10.1971786985759,1004.757130421367,453
ENSMUSG00000044156,0,0,0.4770594664621522,0.12684603036603648,0,0,6.61872584701659,101.2231322320971,714
ENSMUSG00000044393,0,0,0.6581524034532888,0.49021521168926174,0,0.9574820386229133,2.86171024367771,391.1917389280309,463
ENSMUSG00000044827,0,0,0.8913511046836907,0.26843100154885957,0,0,8.79574397605074,214.20793923598993,652
ENSMUSG00000045092,0,0,2.3017738988479075,1.6144279778776347,0.8034910602726004,1.8954321514168926,10.3548365910286,1288.3135263463523,326
ENSMUSG00000045362,0,0,2.2297613591169414,1.1966775817741517,0,1.26556660265837,10.7156019161494,954.9487102557731,450
ENSMUSG00000045394,0,0,0.7502472808111391,0.3674280336863467,0,0.6455805868183362,8.16850860912582,293.20757088170467,566
ENSMUSG00000047139,1.45297156763017,7.317331149363787,2.843887540117766,8.75986800469018,9.345132178524189,10.827841319590075,14.0023261509481,6990.374667742763,0
ENSMUSG00000047953,0,0.8086341094922812,3.063283359410066,3.199091653364968,1.78501005993837,6.412059148675696,10.343071554775,2552.8751393852444,144
ENSMUSG00000048376,0,0.8878541927249479,3.453461997317826,3.5314631798727163,2.007139408421085,6.637667203831046,11.8214846443659,2818.107617538428,138
ENSMUSG00000048534,0,0,0.7140356789105423,0.2276171941425036,0,0,8.10041158905644,181.63852092571787,652
ENSMUSG00000049313,0,0,2.2850838354651257,1.4551511556971393,0.6245757088389625,1.5650283076351925,9.70021677359625,1161.2106222463171,365
ENSMUSG00000049488,0,0,1.842440145020474,0.9840208894079232,0,1.1183195370584524,9.01941983573064,785.2486697475226,463
