gene_id,SRX028958_spl7_suf,SRX028959_spl7_def,SRX028962_spl7_suf,SRX028963_spl7_def
AT4G02330,41,5,121,77
AT4G02340,393,93,185,221
AT4G02350,228,45,273,254
AT4G02360,31,17,34,33
AT4G02370,510,165,687,743
AT4G02380,1054,912,13847,11095
AT4G02390,30,6,103,72
AT4G02400,131,49,146,189
AT4G02405,179,56,66,152
AT4G02410,101,38,110,115
AT4G02420,93,20,29,27
AT4G02425,25,11,36,42
AT4G02430,199,77,297,349
AT4G02440,269,53,474,394
AT4G02450,589,136,665,594
AT4G02460,48,17,64,89
AT4G02465,2,0,4,3
AT4G02480,940,198,1275,1297
AT4G02482,3,2,4,6
AT4G02485,48,15,27,48
AT4G02489,1,0,1,1
AT4G02500,695,116,306,241
AT4G02510,1330,225,713,822
AT4G02520,3010,2641,4163,15871
AT4G02530,876,147,40,47
AT4G02540,133,39,238,278
AT4G02541,1,0,6,0
AT4G02550,103,31,78,91
AT4G02555,5,0,3,1
AT4G02560,127,35,149,183
AT4G02570,974,300,1245,1492
AT4G02580,774,160,795,695
AT4G02590,294,77,501,768
AT4G02600,265,78,376,394
AT4G02610,139,47,102,152
AT4G02620,549,131,590,592
AT4G02630,176,26,46,55
AT4G02640,325,109,442,450
AT4G02650,15,2,25,30
AT4G02655,4,2,2,10
AT4G02660,99,14,184,205
AT4G02670,12,1,14,33
AT4G02680,253,46,194,295
AT4G02690,9,0,13,16
AT4G02700,40,5,60,82
AT4G02710,122,16,109,125
AT4G02715,400,123,416,562
AT4G02720,96,24,207,192
AT4G02725,373,74,95,123
AT4G02730,37,14,52,76
AT4G02733,5,1,4,14
AT4G02735,0,2,14,12
AT4G02740,146,28,141,168
AT4G02750,33,4,35,63
AT4G02760,100,24,208,209
AT4G02770,15740,2189,51,48
AT4G02780,24,6,20,21
AT4G02790,338,62,52,50
AT4G02800,94,14,50,50
AT4G02810,5,4,28,25
AT4G02820,76,15,39,98
AT4G02830,10,3,88,59
AT4G02840,233,64,276,322
AT4G02850,65,6,166,88
AT4G02860,278,61,394,503
AT4G02870,25,8,20,27
AT4G02880,313,92,399,431
AT4G02890,1732,259,1465,1665
AT4G02900,71,14,74,88
AT4G02910,1,0,3,3
AT4G02920,1551,254,321,388
AT4G02930,344,120,562,543
AT4G02940,357,138,207,135
AT4G02950,2,2,2,7
AT4G02970,30,5,54,79
AT4G02980,188,38,117,132
AT4G02990,175,35,48,74
AT4G03000,224,41,191,230
AT4G03010,33,5,39,41
AT4G03020,551,222,288,415
AT4G03030,310,95,252,364
AT4G03038,12,1,10,4
AT4G03039,0,0,0,0
AT4G03040,0,0,4,1
AT4G03050,11,0,21,50
AT4G03070,65,12,30,21
AT4G03080,296,116,267,396
AT4G03090,53,25,58,110
AT4G03100,44,5,116,53
AT4G03110,61,25,511,382
AT4G03113,0,0,0,0
AT4G03115,54,24,64,101
AT4G03120,131,35,198,289
AT4G03130,13,1,36,25
AT4G03135,0,0,0,0
AT4G03140,30,8,23,69
AT4G03150,89,13,24,38
AT4G03153,0,1,8,5
AT4G03156,0,0,0,1
AT4G03157,0,0,0,4
AT4G03160,1,0,5,17
AT4G03165,0,1,1,1
AT4G03170,1,1,7,15
AT4G03175,0,2,23,8
AT4G03180,120,27,157,166
AT4G03190,270,42,228,152
AT4G03200,550,133,196,276
AT4G03205,182,36,89,88
AT4G03210,680,90,360,251
AT4G03220,5,1,7,14
AT4G03230,87,31,85,160
AT4G03240,95,28,102,125
AT4G03250,75,12,61,89
AT4G03260,611,135,598,855
AT4G03270,38,5,18,28
AT4G03280,6865,926,43,47
AT4G03285,0,0,0,0
AT4G03290,9,4,12,15
AT4G03292,1,1,11,7
AT4G03295,1,0,3,1
AT4G03298,9,1,15,21
AT4G03320,36,17,195,294
AT4G03330,11,3,78,55
AT4G03340,30,6,56,102
AT4G03350,0,0,0,2
AT4G03360,6,0,11,5
AT4G03370,8,0,12,12
AT4G03380,4,0,14,35
AT4G03390,231,74,319,564
AT4G03400,375,47,81,91
AT4G03405,0,0,0,0
AT4G03410,215,40,56,91
AT4G03415,342,77,367,335
AT4G03420,279,145,250,460
AT4G03430,341,75,299,531
AT4G03435,0,0,0,0
AT4G03438,0,1,7,1
AT4G03440,53,9,65,88
AT4G03443,1,0,5,2
AT4G03445,0,0,0,4
AT4G03450,48,30,24,29
AT4G03455,0,0,0,0
AT4G03460,7,10,114,164
AT4G03470,12,2,22,36
AT4G03480,3,1,37,40
AT4G03490,76,25,162,204
AT4G03495,0,1,1,7
AT4G03500,39,7,106,91
AT4G03505,0,0,1,5
AT4G03510,155,33,438,737
AT4G03520,2245,281,506,569
AT4G03525,1,0,1,5
AT4G03535,4,2,9,14
AT4G03540,13,7,7,29
AT4G03545,1,0,2,1
AT4G03550,267,69,319,272
AT4G03555,1,1,3,4
AT4G03560,834,184,756,881
AT4G03565,4,0,7,12
AT4G03566,0,1,5,6
AT4G03570,13,0,8,9
AT4G03575,0,0,0,1
AT4G03580,3,2,5,6
AT4G03585,10,0,0,0
AT4G03590,1,0,8,2
AT4G03595,3,1,0,4
AT4G03600,25,10,20,42
AT4G03605,1,0,7,3
AT4G03610,28,7,115,76
AT4G03620,10,7,8,31
AT4G03625,0,0,0,1
AT4G03630,0,0,6,4
AT4G03635,64,8,84,58
AT4G03645,0,0,5,4
AT4G03655,1,3,2,3
AT4G03665,1,1,1,0
AT4G03675,5,1,0,0
AT4G03685,0,0,2,0
AT4G03705,3,0,1,0
AT4G03715,0,0,2,6
AT4G03725,11,3,11,16
AT4G03728,1,0,3,3
AT4G03740,3,1,7,12
AT4G03755,11,3,21,14
AT4G03765,2,2,12,7
AT4G03785,1,0,1,0
AT4G03805,0,0,2,0
AT4G03811,2,1,4,10
AT4G03815,2,0,0,1
AT4G03820,156,69,126,133
AT4G03830,6,1,23,19
AT4G03845,9,2,3,4
AT4G03855,3,1,1,2
AT4G03875,4,0,1,2
AT4G03895,0,3,8,3
AT4G03905,10,7,7,5
AT4G03915,0,0,0,0
AT4G03925,2,1,5,3
AT4G03930,4,2,1,14
AT4G03935,133,41,52,121
AT4G03940,29,11,100,116
AT4G03945,1,3,3,20
AT4G03950,3,1,9,15
AT4G03955,0,0,0,0
AT4G03960,239,86,143,132
AT4G03965,1,0,19,13
AT4G03985,0,0,0,0
AT4G03995,3,1,1,3
AT4G04005,3,4,4,7
AT4G04015,7,0,8,9
AT4G04020,2198,408,70,91
AT4G04025,2,1,2,14
AT4G04030,1,0,0,0
AT4G04035,2,0,1,4
AT4G04040,499,99,353,447
AT4G04055,9,2,3,4
AT4G04065,0,1,0,1
AT4G04075,3,0,5,7
AT4G04077,6,0,10,8
AT4G04078,0,0,0,0
AT4G04080,3,1,5,10
AT4G04085,2,0,6,9
AT4G04090,1,0,1,3
AT4G04095,0,0,0,2
AT4G04110,6,2,5,8
AT4G04115,3,0,5,1
AT4G04125,0,0,17,0
AT4G04135,0,0,1,6
AT4G04180,58,14,56,70
AT4G04185,0,0,5,0
AT4G04190,30,8,21,31
AT4G04195,2,0,0,2
AT4G04200,124,27,58,88
AT4G04205,6,5,71,7
AT4G04210,548,78,175,247
AT4G04215,2,0,1,1
AT4G04220,37,0,0,15
AT4G04221,83,33,72,58
AT4G04223,59,30,7,0
AT4G04225,3,1,5,3
AT4G04235,1,0,0,5
AT4G04260,2,1,3,8
AT4G04265,0,0,6,8
AT4G04275,0,0,0,0
AT4G04285,0,0,5,0
AT4G04295,3,0,5,3
AT4G04305,0,0,2,2
AT4G04315,3,0,8,2
AT4G04320,301,60,106,161
AT4G04325,0,1,1,0
AT4G04330,645,68,9,27
AT4G04335,0,0,0,0
AT4G04340,932,136,236,186
AT4G04345,0,0,0,0
AT4G04350,217,42,76,84
AT4G04355,0,1,5,4
AT4G04360,22,5,6,18
AT4G04365,0,0,0,0
AT4G04370,22,5,27,33
AT4G04385,2,0,2,4
AT4G04402,2,1,0,7
AT4G04404,1,2,5,6
AT4G04415,1,1,2,3
AT4G04423,4,0,1,14
AT4G04425,0,2,2,2
AT4G04435,28,8,32,19
AT4G04445,3,1,5,10
AT4G04450,17,6,32,44
AT4G04455,20,0,38,14
AT4G04460,53,26,82,74
AT4G04465,0,0,0,1
AT4G04470,324,97,223,245
AT4G04475,3,2,0,0
AT4G04480,1,0,0,8
AT4G04485,1,2,6,1
AT4G04490,65,76,16,42
AT4G04500,60,39,21,30
AT4G04505,1,0,0,0
AT4G04510,11,6,22,35
AT4G04515,0,0,0,0
AT4G04535,3,1,6,6
AT4G04540,33,19,132,98
AT4G04555,0,0,0,2
AT4G04565,68,6,81,156
AT4G04570,248,57,40,76
AT4G04580,3,1,15,10
AT4G04585,7,3,3,2
AT4G04601,0,0,2,0
AT4G04605,10,5,11,9
AT4G04610,1719,364,633,540
AT4G04614,104,31,167,189
AT4G04615,0,0,0,0
AT4G04620,327,107,378,755
AT4G04625,3,2,2,1
AT4G04630,214,26,82,74
AT4G04632,2,0,0,5
AT4G04640,6591,1007,133,70
AT4G04645,2,0,0,2
AT4G04650,0,1,5,18
AT4G04665,0,0,0,4
AT4G04670,79,19,134,132
AT4G04675,2,1,2,5
AT4G04680,6,1,16,20
AT4G04690,8,1,8,16
AT4G04695,90,26,773,299
AT4G04700,24,4,179,191
AT4G04710,9,0,71,61
AT4G04720,300,56,239,246
AT4G04730,1,0,7,0
AT4G04740,150,57,122,178
AT4G04745,17,6,282,128
AT4G04750,391,73,27,35
AT4G04755,0,6,0,5
AT4G04760,20,8,20,17
AT4G04765,2,0,6,6
AT4G04770,1258,337,470,469
AT4G04775,0,0,0,0
AT4G04780,99,24,154,109
AT4G04785,0,0,4,7
AT4G04790,36,20,32,42
AT4G04795,0,0,2,1
AT4G04800,247,101,268,399
AT4G04805,1,0,4,3
AT4G04810,120,12,277,267
AT4G04815,1,1,4,1
AT4G04825,0,0,0,0
AT4G04830,712,58,1410,759
AT4G04835,0,0,7,3
AT4G04840,24,10,9,20
AT4G04850,535,118,72,108
AT4G04855,4,2,2,1
AT4G04860,239,40,448,509
AT4G04865,2,1,11,12
AT4G04870,55,16,53,47
AT4G04875,0,0,0,3
AT4G04880,149,49,67,92
AT4G04885,124,31,159,245
AT4G04890,404,60,67,72
AT4G04895,2,0,4,3
AT4G04900,11,5,10,16
AT4G04905,2,1,6,4
AT4G04910,388,81,450,370
AT4G04920,209,42,259,318
AT4G04925,82,8,94,101
AT4G04930,6,1,54,24
AT4G04940,48,16,77,121
AT4G04945,4,2,12,1
AT4G04950,300,84,317,307
AT4G04955,101,20,322,263
AT4G04957,0,0,3,6
AT4G04960,79,35,131,223
AT4G04965,2,2,3,2
AT4G04970,163,42,228,272
AT4G04972,6,5,136,253
AT4G04975,3,0,1,2
AT4G04980,23,5,27,55
AT4G04985,1,0,4,7
AT4G04990,7,1,190,238
AT4G04995,2,0,9,2
AT4G05000,112,28,136,138
AT4G05005,0,2,2,2
AT4G05010,44,25,105,111
AT4G05015,0,0,4,0
AT4G05018,5,0,18,21
AT4G05020,179,116,166,183
AT4G05025,0,0,0,4
AT4G05030,0,5,15,12
AT4G05040,65,7,102,108
AT4G05045,0,0,0,0
AT4G05048,0,0,1,1
AT4G05050,3431,767,3449,3107
AT4G05055,3,2,0,3
AT4G05060,140,33,285,299
AT4G05065,2,0,0,0
AT4G05070,1016,369,1420,2311
AT4G05071,0,0,2,0
AT4G05075,0,2,2,8
AT4G05080,1,2,15,17
AT4G05085,1,1,19,19
AT4G05090,136,33,71,85
AT4G05091,1,0,6,1
AT4G05095,3,0,8,13
AT4G05097,2,0,4,0
AT4G05100,18,16,18,13
AT4G05105,0,0,0,0
AT4G05110,58,14,39,46
AT4G05115,1,0,1,6
AT4G05120,64,12,65,37
AT4G05125,0,0,6,4
AT4G05130,23,3,29,32
AT4G05135,1,0,2,3
AT4G05140,22,6,18,13
AT4G05150,1155,200,2262,2237
AT4G05155,1,0,5,1
AT4G05160,538,134,429,446
AT4G05170,9,0,57,32
AT4G05180,18258,1585,30,11
AT4G05190,99,10,282,157
AT4G05200,6,0,230,189
AT4G05205,0,0,1,5
AT4G05210,31,6,51,48
AT4G05215,1,0,1,5
AT4G05220,0,0,12,0
AT4G05225,1,0,3,0
AT4G05230,5,0,9,11
AT4G05235,3,0,6,13
AT4G05240,0,0,5,4
AT4G05245,4,8,0,7
AT4G05250,3,0,7,6
AT4G05255,3,0,3,2
AT4G05260,1,4,6,6
AT4G05270,0,0,4,6
AT4G05275,0,0,2,2
AT4G05285,0,0,0,0
AT4G05295,3,0,8,9
AT4G05305,0,1,11,7
AT4G05310,4,2,9,12
AT4G05315,10,0,8,6
AT4G05320,9220,1899,12962,17942
AT4G05330,124,20,39,57
AT4G05335,2,0,3,4
AT4G05340,3,0,0,1
AT4G05350,1,1,2,12
AT4G05355,3,0,10,6
AT4G05360,7,7,21,46
AT4G05365,1,0,2,3
AT4G05375,2,0,1,1
AT4G05380,9,2,50,63
AT4G05385,0,0,0,0
AT4G05390,261,43,321,270
AT4G05395,0,1,0,17
AT4G05400,87,25,93,100
AT4G05405,3,1,5,9
AT4G05410,103,21,94,137
AT4G05415,1,0,0,3
AT4G05420,405,96,414,570
AT4G05425,0,1,1,5
AT4G05430,10,4,31,36
AT4G05435,0,0,4,1
AT4G05440,81,18,66,88
AT4G05445,6,2,1,3
AT4G05450,37,5,28,29
AT4G05455,0,1,2,1
AT4G05460,124,44,130,227
AT4G05465,1,0,4,5
AT4G05470,1,0,8,15
AT4G05475,5,1,2,9
AT4G05485,0,0,4,9
AT4G05490,6,0,16,15
AT4G05497,7,1,12,20
AT4G05508,0,0,0,0
AT4G05520,90,7,94,71
AT4G05523,3,6,6,6
AT4G05525,4,0,7,8
AT4G05530,686,184,338,468
AT4G05535,1,1,4,5
AT4G05540,7,9,28,22
AT4G05545,2,1,3,3
AT4G05553,0,1,1,7
AT4G05555,0,0,0,3
AT4G05565,0,0,2,0
AT4G05590,239,112,202,220
AT4G05605,4,1,4,2
AT4G05612,5,1,9,5
AT4G05615,0,1,3,2
AT4G05620,0,1,1,1
AT4G05625,1,0,1,6
AT4G05630,2,0,2,9
AT4G05631,27,5,5,43
AT4G05632,3,0,3,11
AT4G05645,2,2,3,9
AT4G05650,0,2,6,1
AT4G05655,1,0,0,3
AT4G05660,3,0,1,3
AT4G05665,1,0,1,7
AT4G05670,0,0,3,2
AT4G05675,0,0,5,3
AT4G05680,0,0,0,0
AT4G05685,13,1,12,24
AT4G05690,1,0,0,0
AT4G05695,0,0,5,0
AT4G05700,0,0,1,0
AT4G05705,0,0,0,2
AT4G05710,0,0,0,0
AT4G05715,4,3,9,5
AT4G05720,1,2,1,0
AT4G05730,0,0,0,1
AT4G05735,2,0,2,3
AT4G05740,0,0,0,1
AT4G05745,1,0,1,0
AT4G05750,0,0,0,0
AT4G05755,0,0,5,4
AT4G05760,4,0,4,8
AT4G05765,0,2,6,6
AT4G05770,0,0,0,2
AT4G05775,18,5,7,25
AT4G05780,2,0,3,12
AT4G05785,2,0,1,1
AT4G05790,0,1,9,6
AT4G05795,0,0,0,0
AT4G05800,0,0,1,3
AT4G05805,2,1,5,1
AT4G05810,0,2,1,0
AT4G05815,0,0,0,0
AT4G05840,2,0,2,8
AT4G05845,0,0,9,7
AT4G05850,1,2,0,3
AT4G05855,0,0,0,0
AT4G05860,0,0,1,0
AT4G05865,0,1,3,5
AT4G05870,4,0,2,5
AT4G05875,1,0,4,2
AT4G05880,2,1,1,6
AT4G05885,0,0,3,0
AT4G05890,3,0,2,3
AT4G05895,0,0,1,3
AT4G05900,1,0,4,3
AT4G05905,0,1,1,3
AT4G05910,0,0,0,0
AT4G05915,0,0,0,3
AT4G05920,2,2,1,0
AT4G05925,0,0,1,2
AT4G05930,0,0,0,1
AT4G05935,0,0,0,0
AT4G05940,0,0,0,0
AT4G05945,0,0,7,0
AT4G05950,0,0,0,2
AT4G05965,0,0,2,3
AT4G05970,0,1,4,2
AT4G05975,4,0,0,6
AT4G05980,1,0,1,6
AT4G05985,0,2,7,2
AT4G05990,0,0,0,3
AT4G05995,1,0,3,1
AT4G06000,0,0,3,2
AT4G06005,2,0,0,5
AT4G06010,0,0,0,0
AT4G06015,2,1,15,5
AT4G06045,0,1,7,4
AT4G06050,0,0,0,0
AT4G06055,1,0,3,6
AT4G06060,8,1,11,1
AT4G06065,3,0,4,18
AT4G06070,0,0,2,6
AT4G06075,0,0,0,2
AT4G06080,0,0,8,1
AT4G06085,4,0,6,4
AT4G06090,1,2,3,4
AT4G06095,0,1,1,5
AT4G06105,4,0,0,0
AT4G06110,0,0,0,0
AT4G06115,3,0,3,1
AT4G06130,0,0,1,0
AT4G06135,0,0,0,2
AT4G06140,1,1,4,4
AT4G06145,0,0,1,3
AT4G06155,7,0,2,11
AT4G06160,1,0,3,5
AT4G06165,3,0,4,7
AT4G06170,3,0,2,0
AT4G06175,0,0,0,0
AT4G06185,0,1,6,1
AT4G06195,5,1,10,3
AT4G06200,1,0,4,2
AT4G06205,4,0,1,4
AT4G06210,0,0,0,0
AT4G06215,0,0,0,1
AT4G06225,1,0,0,9
AT4G06235,14,9,34,25
AT4G06240,0,0,0,0
AT4G06245,6,0,0,3
AT4G06250,4,0,0,6
AT4G06255,3,0,2,11
AT4G06260,0,0,0,1
AT4G06265,5,3,8,17
AT4G06280,0,0,5,1
AT4G06285,7,3,4,9
AT4G06290,3,0,5,8
AT4G06295,2,0,0,10
AT4G06300,1,0,1,0
AT4G06305,1,1,1,8
AT4G06310,0,0,10,0
AT4G06315,10,0,0,4
AT4G06320,2,0,1,4
AT4G06330,1,0,11,6
AT4G06335,4,1,1,0
AT4G06340,1,2,13,14
AT4G06345,2,0,4,6
AT4G06365,1,0,11,4
AT4G06370,1,0,1,0
AT4G06375,4,0,4,3
AT4G06380,9,4,5,10
AT4G06385,1,1,1,0
AT4G06390,0,0,4,9
AT4G06395,1,1,18,13
AT4G06400,1,0,2,5
AT4G06405,0,0,1,0
AT4G06410,9,5,56,112
AT4G06415,0,0,2,0
AT4G06425,0,0,4,0
AT4G06440,0,0,0,2
AT4G06445,0,0,2,1
AT4G06450,0,2,0,3
AT4G06455,7,0,4,15
AT4G06460,2,0,2,0
AT4G06479,11,0,11,9
AT4G06490,2,0,2,6
AT4G06526,4,0,11,11
AT4G06534,41,13,59,72
AT4G06536,62,9,106,140
AT4G06583,4,1,2,4
AT4G06598,18,7,9,12
AT4G06599,200,41,233,263
AT4G06634,145,48,156,162
AT4G06639,1,0,1,0
AT4G06643,4,1,15,14
AT4G06655,0,0,5,2
AT4G06665,0,0,0,0
AT4G06675,0,1,0,10
AT4G06676,61,35,215,237
AT4G06685,0,0,0,0
AT4G06688,3,0,25,17
AT4G06695,6,0,4,15
AT4G06701,112,36,132,167
AT4G06705,0,0,3,0
AT4G06715,1,1,4,11
AT4G06725,0,0,0,1
AT4G06744,72,16,998,1062
AT4G06745,1,0,0,0
AT4G06746,10,6,76,203
AT4G06755,2,1,5,5
AT4G06760,1,0,0,4
AT4G06765,3,0,9,2
AT4G06770,3,1,1,1
AT4G06775,4,1,8,4
AT4G06780,0,3,0,3
AT4G06785,0,0,0,2
AT4G06795,19,0,10,19
AT4G06800,11,3,18,18
AT4G06805,2,0,3,6
AT4G06810,6,0,0,3
AT4G06815,1,3,3,7
AT4G06820,3,0,2,7
AT4G06825,1,0,0,3
AT4G06830,0,0,0,0
AT4G06835,5,0,0,17
AT4G06845,0,0,1,0
AT4G06850,3,2,12,12
AT4G06855,2,0,1,7
AT4G06860,0,1,5,3
AT4G06865,0,0,0,0
AT4G06870,0,0,0,0
AT4G06875,0,0,0,0
AT4G06880,30,22,5,22
AT4G06885,0,0,0,1
AT4G06890,4,0,4,7
AT4G06895,1,0,0,2
AT4G06900,4,1,15,4
AT4G06905,0,0,5,1
AT4G06910,2,2,4,11
AT4G06915,0,0,0,2
AT4G06920,0,1,5,7
AT4G06925,1,0,1,9
AT4G06930,1,1,0,0
AT4G06935,10,6,22,22
AT4G06945,5,0,10,1
AT4G06950,0,0,0,0
AT4G06955,4,1,10,11
AT4G06960,2,0,5,2
AT4G06965,4,3,5,5
AT4G06970,2,0,5,3
AT4G06975,3,0,1,8
AT4G06980,1,1,4,8
AT4G06985,37,12,16,0
AT4G06990,0,0,0,0
AT4G06995,1,0,0,3
AT4G07000,0,0,0,8
AT4G07005,0,1,0,0
AT4G07010,1,0,7,2
AT4G07015,1,0,0,0
AT4G07020,1,0,7,5
AT4G07025,1,1,2,4
AT4G07030,0,0,0,0
AT4G07040,1,0,4,3
AT4G07045,1,1,6,6
AT4G07050,1,1,6,8
AT4G07055,3,0,15,2
AT4G07060,0,0,0,1
AT4G07065,0,1,2,1
AT4G07070,3,1,8,9
AT4G07075,1,1,0,0
AT4G07080,0,0,0,0
AT4G07085,2,0,0,2
AT4G07090,0,2,5,14
AT4G07095,0,0,0,4
AT4G07100,0,0,0,0
AT4G07105,1,0,1,3
AT4G07110,0,0,6,1
AT4G07115,0,0,0,2
AT4G07120,0,0,0,0
AT4G07125,1,3,5,10
AT4G07130,0,0,0,0
AT4G07135,2,0,11,7
AT4G07145,0,0,0,3
AT4G07150,0,2,5,7
AT4G07160,0,0,0,0
AT4G07165,0,0,4,0
AT4G07170,3,1,0,0
AT4G07175,0,1,0,5
AT4G07180,1,1,2,1
AT4G07185,2,1,0,3
AT4G07190,28,0,0,5
AT4G07195,19,0,32,35
AT4G07200,3,1,19,5
AT4G07205,0,0,0,3
AT4G07210,0,0,0,3
AT4G07215,0,0,0,1
AT4G07220,1,0,3,2
AT4G07225,0,0,0,1
AT4G07230,2,0,4,2
AT4G07235,2,0,4,10
AT4G07240,0,0,0,0
AT4G07245,1,2,8,15
AT4G07250,1,1,0,1
AT4G07255,0,0,0,5
AT4G07260,0,0,0,0
AT4G07265,0,0,4,2
AT4G07270,7,1,0,5
AT4G07275,11,4,0,1
AT4G07280,0,0,1,2
AT4G07285,12,0,0,17
AT4G07290,2,0,2,7
AT4G07295,1,0,3,0
AT4G07300,0,0,1,5
AT4G07305,1,2,2,6
AT4G07325,2,1,5,7
AT4G07335,2,1,6,2
AT4G07345,2,0,0,2
AT4G07350,4,1,9,19
AT4G07365,3,2,1,4
AT4G07375,1,2,2,6
AT4G07380,0,0,1,5
AT4G07385,2,0,16,42
AT4G07390,418,103,423,478
AT4G07395,7,3,3,8
AT4G07400,18,9,56,43
AT4G07405,0,0,6,4
AT4G07408,0,0,0,0
AT4G07410,368,78,483,532
AT4G07445,0,2,2,1
AT4G07455,83,29,54,97
AT4G07465,3,1,18,12
AT4G07505,1,1,0,3
AT4G07515,1,2,2,2
AT4G07524,0,0,3,0
AT4G07526,2,2,10,12
AT4G07535,3,4,7,8
AT4G07545,0,0,9,5
AT4G07565,0,0,0,0
AT4G07575,2,0,0,3
AT4G07625,1,1,0,6
AT4G07635,1,0,0,1
AT4G07645,4,0,1,0
AT4G07655,2,0,0,0
AT4G07665,0,0,7,3
AT4G07666,1,1,8,14
AT4G07670,8,0,3,8
AT4G07675,1,0,1,1
AT4G07715,1,3,0,7
AT4G07735,1,1,6,6
AT4G07740,1,0,3,6
AT4G07745,0,1,5,3
AT4G07765,3,1,13,2
AT4G07775,0,0,2,0
AT4G07785,2,2,1,4
AT4G07805,2,0,7,10
AT4G07815,15,8,0,6
AT4G07820,5,5,2972,4800
AT4G07825,278,63,936,1194
AT4G07835,0,0,0,4
AT4G07845,0,0,5,0
AT4G07855,94,12,373,288
AT4G07865,1,1,6,6
AT4G07868,8,0,76,97
AT4G07875,0,0,0,11
AT4G07895,0,0,0,0
AT4G07905,2,0,3,2
AT4G07925,2,0,2,4
AT4G07932,1,0,2,4
AT4G07940,3,0,3,8
AT4G07950,101,28,160,161
AT4G07955,3,0,3,5
AT4G07960,19,7,23,60
AT4G07965,2,0,1,11
AT4G07975,0,1,7,3
AT4G07985,0,1,1,4
AT4G07990,136,44,158,176
AT4G07995,20,12,5,20
AT4G08005,1,3,0,11
AT4G08015,0,0,0,5
AT4G08025,3,0,7,4
AT4G08028,0,1,5,5
AT4G08035,345,128,384,532
AT4G08039,0,0,3,3
AT4G08040,12,1,21,26
AT4G08045,0,0,6,3
AT4G08055,0,0,0,0
AT4G08065,4,0,5,5
AT4G08075,1,0,7,3
AT4G08085,0,0,1,1
AT4G08097,7,0,8,9
AT4G08116,1,0,2,4
AT4G08125,1,0,0,2
AT4G08140,0,0,2,0
AT4G08150,157,25,115,107
AT4G08155,0,0,5,0
AT4G08160,42,14,216,411
AT4G08165,1,0,1,1
AT4G08170,147,35,105,96
AT4G08175,1,0,0,0
AT4G08180,146,72,343,347
AT4G08185,0,0,1,0
AT4G08190,0,0,0,3
AT4G08195,1,0,2,3
AT4G08205,0,2,2,8
AT4G08210,14,3,29,32
AT4G08215,2,0,8,0
AT4G08225,0,1,3,0
AT4G08230,143,56,160,203
AT4G08235,0,0,0,4
AT4G08240,72,19,76,70
AT4G08245,8,9,4,9
AT4G08250,9,1,19,25
AT4G08255,2,0,0,0
AT4G08260,2,4,13,0
AT4G08263,1,0,4,8
AT4G08265,0,1,2,2
AT4G08267,0,0,3,1
AT4G08270,1,0,9,2
AT4G08280,241,56,213,254
AT4G08285,0,0,0,0
AT4G08290,302,53,622,618
AT4G08295,0,0,4,7
AT4G08300,125,31,806,342
AT4G08305,9,3,1,6
AT4G08310,239,72,269,311
AT4G08315,0,0,0,0
AT4G08320,117,39,176,198
AT4G08325,0,0,2,0
AT4G08330,121,33,175,188
AT4G08335,0,0,3,1
AT4G08345,0,0,0,0
AT4G08350,336,61,400,461
AT4G08355,0,0,0,3
AT4G08360,2,1,90,131
AT4G08365,0,0,0,0
AT4G08370,9,0,54,57
AT4G08380,21,1,1298,1738
AT4G08385,0,2,6,10
AT4G08390,577,145,395,449
AT4G08395,14,0,40,36
AT4G08400,10,3,357,185
AT4G08406,2,0,0,1
AT4G08410,5,3,335,255
AT4G08415,1,2,1,6
AT4G08425,10,0,0,14
AT4G08430,8,0,29,12
AT4G08435,0,0,2,8
AT4G08445,0,0,1,1
AT4G08450,17,2,54,130
AT4G08455,28,13,26,40
AT4G08460,210,32,369,514
AT4G08465,1,0,0,2
AT4G08470,551,114,185,248
AT4G08475,0,0,8,3
AT4G08480,112,36,55,82
AT4G08485,3,2,4,2
AT4G08495,3,1,10,5
AT4G08500,141,46,235,275
AT4G08505,6,9,14,8
AT4G08510,43,20,98,136
AT4G08515,1,0,0,3
AT4G08520,497,103,626,474
AT4G08525,2,0,6,2
AT4G08530,2,0,6,4
AT4G08535,11,0,33,14
AT4G08540,217,68,244,276
AT4G08545,2,2,0,4
AT4G08550,6,2,18,28
AT4G08555,16,17,15,29
AT4G08560,1,0,8,16
AT4G08565,1,0,0,4
AT4G08570,163,92,93,63
AT4G08575,20,2,2,0
AT4G08580,122,23,93,148
AT4G08585,0,0,2,2
AT4G08590,35,6,82,49
AT4G08593,5,1,1,15
AT4G08595,5,1,6,10
AT4G08615,0,1,1,2
AT4G08620,13,3,627,904
AT4G08625,0,3,0,3
AT4G08630,13,2,11,34
AT4G08635,4,2,8,13
AT4G08640,6,1,13,5
AT4G08665,3,0,7,3
AT4G08670,5,2,10,12
AT4G08685,282,46,199,191
AT4G08690,143,29,348,376
AT4G08691,6,0,12,13
AT4G08700,81,24,59,61
AT4G08705,8,3,0,2
AT4G08715,0,1,0,3
AT4G08725,0,1,3,4
AT4G08730,0,0,3,5
AT4G08740,2,0,2,2
AT4G08755,19,2,20,17
AT4G08760,4,3,8,28
AT4G08770,44,56,1268,3302
AT4G08775,1,0,3,0
AT4G08780,6,0,122,999
AT4G08785,91,20,66,122
AT4G08790,91,15,70,106
AT4G08795,0,0,0,0
AT4G08800,2,3,3,4
AT4G08805,4,8,4,7
