xenbase_gene_id,S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3
XB-GENE-6256255,33,38,48,46,49,32
XB-GENE-6256262,95,79,108,89,74,59
XB-GENE-6256263,139,159,249,183,190,134
XB-GENE-6256266,2,34,27,26,0,34
XB-GENE-6256270,146,146,204,154,140,101
XB-GENE-6256271,23,30,69,53,28,28
XB-GENE-6256273,193,178,280,172,185,162
XB-GENE-6256274,90,101,145,96,111,86
XB-GENE-6256279,24,33,48,35,42,38
XB-GENE-6256281,200,168,228,166,186,186
XB-GENE-6256283,44,61,79,80,72,87
XB-GENE-6256284,20,17,37,22,19,22
XB-GENE-6256289,51,65,77,64,55,44
XB-GENE-6256296,171,161,214,205,183,147
XB-GENE-6256297,354,277,302,347,268,149
XB-GENE-6256299,6,12,44,3,8,24
XB-GENE-6256300,237,219,237,249,260,176
XB-GENE-6256307,227,181,370,248,227,262
XB-GENE-6256308,11,2,18,176,60,223
XB-GENE-6256316,47,58,65,42,34,54
XB-GENE-6256317,0,0,0,0,0,0
XB-GENE-6256322,0,1,0,0,1,2
XB-GENE-6256327,616,1324,1649,1699,1876,791
XB-GENE-6256328,288,345,507,312,391,252
XB-GENE-6256329,0,0,0,1,0,0
XB-GENE-6256332,323,394,273,331,433,178
XB-GENE-6256334,170,222,303,218,206,202
XB-GENE-6256341,2767,2790,2692,2965,3219,1386
XB-GENE-6256344,86,100,131,132,145,89
XB-GENE-6256345,2770,3003,8866,3068,3890,6443
XB-GENE-6256346,0,0,3,0,1,7
XB-GENE-6256347,8,14,33,25,18,28
XB-GENE-6256350,4039,5385,4470,4052,5261,2592
XB-GENE-6256351,1182,1363,1594,1396,1601,994
XB-GENE-6256352,180,231,193,247,222,144
XB-GENE-6256353,1572,2490,2041,2120,2489,983
XB-GENE-6256357,0,1,1,0,1,3
XB-GENE-6256358,298,288,294,293,284,183
XB-GENE-6256361,29,48,58,33,39,30
XB-GENE-6256362,1279,1022,2190,1168,1288,1092
XB-GENE-6256364,156,166,214,180,186,128
XB-GENE-6256365,147,118,186,137,149,103
XB-GENE-6256366,499,563,477,684,718,484
XB-GENE-6256368,856,1147,1256,1151,1390,996
XB-GENE-6256371,42,58,92,78,62,75
XB-GENE-6256437,47,57,73,66,73,38
XB-GENE-6256440,0,0,0,0,0,0
XB-GENE-6256442,126,148,161,163,146,99
XB-GENE-6256444,111,102,153,130,118,109
XB-GENE-6256448,51,45,59,48,53,45
XB-GENE-6256460,0,0,0,0,0,0
XB-GENE-6256467,987,1047,1378,1152,1296,737
XB-GENE-6256471,71,65,71,95,75,63
XB-GENE-6256479,174,222,222,224,266,135
XB-GENE-6256480,301,278,395,329,305,225
XB-GENE-6256487,0,0,1,0,0,3
XB-GENE-6256496,277,341,479,352,324,317
XB-GENE-6256510,185,241,262,378,239,273
XB-GENE-6256511,6,6,18,9,7,8
XB-GENE-6256516,56,43,60,42,47,44
XB-GENE-6256517,2246,3256,4023,3413,3759,3134
XB-GENE-6256521,1,2,1,1,1,3
XB-GENE-6256523,70,124,766,646,307,720
XB-GENE-6256525,252,320,427,432,290,344
XB-GENE-6256533,351,578,775,667,493,826
XB-GENE-6256535,114,165,215,125,186,144
XB-GENE-6256536,3,3,8,2,4,2
XB-GENE-6256537,23,117,32,87,105,46
XB-GENE-6256539,1582,2066,1462,1562,2236,890
XB-GENE-6256540,123,108,79,122,117,62
XB-GENE-6256550,52,54,77,73,54,72
XB-GENE-6256553,170,173,331,153,185,178
XB-GENE-6256554,147,187,372,160,124,114
XB-GENE-6256555,1065,1293,1589,1878,1566,1703
XB-GENE-6256556,91,148,204,216,146,163
XB-GENE-6256559,103,82,138,165,104,115
XB-GENE-6256560,953,953,1250,1403,1136,1066
XB-GENE-6256564,792,979,1175,864,1000,556
XB-GENE-6256565,107,94,158,124,106,134
XB-GENE-6256572,270,313,390,370,363,256
XB-GENE-6256575,436,483,784,739,600,476
XB-GENE-6256576,1,6,3,1,3,0
XB-GENE-6256578,3165,2893,2558,2878,2988,1131
XB-GENE-6256582,181,180,251,196,231,156
XB-GENE-6256598,126,159,207,148,159,137
XB-GENE-6256602,123,157,164,150,165,106
XB-GENE-6256607,60,79,97,91,53,88
XB-GENE-6256610,394,358,388,420,339,284
XB-GENE-6256630,2203,2510,3603,3466,3138,2906
XB-GENE-6256639,27,31,104,32,38,68
XB-GENE-6256647,13247,13889,17323,16920,16917,13490
XB-GENE-6256649,37,53,45,78,84,41
XB-GENE-6256657,2638,2801,3597,2917,2823,1938
XB-GENE-6256666,259,296,377,347,336,332
XB-GENE-6256667,26,32,33,41,33,29
XB-GENE-6256673,224,178,288,242,189,169
XB-GENE-6256678,225,248,312,258,283,207
XB-GENE-6256683,247,264,313,293,295,206
XB-GENE-6256689,152,163,192,194,167,127
XB-GENE-6259111,58,83,111,83,75,69
XB-GENE-6360290,0,0,2,0,2,1
XB-GENE-6372204,2,1,2,2,1,1
XB-GENE-6372205,8,3,30,1,0,3
XB-GENE-6372206,5,2,5,4,2,2
XB-GENE-6372207,0,0,0,0,0,0
XB-GENE-6372208,0,0,0,0,0,0
XB-GENE-6372209,0,0,1,4,2,0
XB-GENE-6372210,1,2,0,3,2,8
XB-GENE-6372211,12,0,6,1,3,9
XB-GENE-6372212,1,0,0,0,1,0
XB-GENE-6448194,0,0,0,0,0,0
XB-GENE-6448196,4,9,4,3,5,3
XB-GENE-6448198,0,0,0,0,0,0
XB-GENE-6448201,0,0,0,0,0,1
XB-GENE-6448202,2,1,0,0,5,0
XB-GENE-6448209,0,0,0,2,0,1
XB-GENE-6448210,0,0,1,0,0,0
XB-GENE-6448215,103,107,145,81,107,38
XB-GENE-6448217,1,0,5,0,1,2
XB-GENE-6448222,26,34,35,32,34,22
XB-GENE-6449773,126,71,125,120,87,84
XB-GENE-6449774,0,0,1,1,1,4
XB-GENE-6452731,10,12,18,21,13,24
XB-GENE-6457347,10,2,9,3,6,10
XB-GENE-6457348,29,36,59,55,52,32
XB-GENE-6457349,0,0,0,0,0,0
XB-GENE-6457350,0,0,0,0,0,0
XB-GENE-6457351,0,0,0,0,0,0
XB-GENE-6457352,53,33,107,60,43,78
XB-GENE-6457353,6,11,14,9,8,10
XB-GENE-6460379,22,19,48,36,26,22
XB-GENE-6460380,9,6,12,7,4,5
XB-GENE-6460381,10,16,5,1,13,0
XB-GENE-6460382,0,2,3,1,4,3
XB-GENE-6460383,147,134,188,157,189,94
XB-GENE-6460384,99,128,177,145,184,102
XB-GENE-6460659,0,0,0,0,0,1
XB-GENE-6460661,15,4,7,2,9,2
XB-GENE-6460662,91,60,90,92,48,34
XB-GENE-6460664,220,214,248,265,213,158
XB-GENE-6461981,1,1,1,0,0,1
XB-GENE-6461996,64,93,114,96,65,94
XB-GENE-6462051,0,0,0,0,0,1
XB-GENE-6462077,81,110,118,123,87,72
XB-GENE-6462096,103,144,193,181,150,143
XB-GENE-6462108,107,97,139,159,95,78
XB-GENE-6462216,13,10,18,16,8,16
XB-GENE-6462217,50,75,66,183,139,114
XB-GENE-6462252,0,0,0,0,0,0
XB-GENE-6462308,24,24,51,31,31,30
XB-GENE-6462324,131,161,181,191,164,107
XB-GENE-6464300,224,282,238,270,341,76
XB-GENE-6464303,0,0,0,0,0,0
XB-GENE-6464304,222,216,281,263,268,177
XB-GENE-6464305,8569,9152,9706,8118,9008,5396
XB-GENE-6464314,0,0,0,0,0,0
XB-GENE-6464328,1420,2007,1875,1808,2117,1192
XB-GENE-6464329,113,216,211,166,183,128
XB-GENE-6464331,0,2,0,0,0,1
XB-GENE-6464333,11,3,6,9,5,9
XB-GENE-6464334,145,101,117,114,132,74
XB-GENE-6464336,52,53,24,29,43,5
XB-GENE-6464338,1,1,1,4,1,4
XB-GENE-6464340,5,8,10,2,7,7
XB-GENE-6464341,0,1,1,1,1,2
XB-GENE-6464346,0,0,0,0,0,0
XB-GENE-6464347,0,0,5,4,0,3
XB-GENE-6464351,0,0,2,1,2,5
XB-GENE-6464357,0,0,0,0,0,0
XB-GENE-6464367,2,1,2,13,1,21
XB-GENE-6464370,0,0,0,9,0,5
XB-GENE-6464372,69,134,202,137,141,155
XB-GENE-6464375,82,99,128,92,76,109
XB-GENE-6464380,13,18,16,13,19,16
XB-GENE-6464384,12,14,20,16,22,17
XB-GENE-6464385,348,335,460,387,374,322
XB-GENE-6464386,4636,5139,5557,5248,5362,3684
XB-GENE-6464387,47,35,75,53,36,40
XB-GENE-6464391,1,0,1,0,0,0
XB-GENE-6465500,1,0,4,1,2,1
XB-GENE-6465509,2,0,0,0,0,0
XB-GENE-6465965,51,46,81,43,50,47
XB-GENE-6465969,132,145,180,185,158,106
XB-GENE-6465975,0,0,0,0,0,0
XB-GENE-6465987,13,35,26,25,27,11
XB-GENE-6465995,14,29,25,27,20,28
XB-GENE-6466023,0,1,0,4,4,1
XB-GENE-6466037,6,6,3,11,6,3
XB-GENE-6466041,18,25,12,11,12,6
XB-GENE-6466049,4,4,3,2,7,2
XB-GENE-6466062,330,326,594,407,383,294
XB-GENE-6466063,3,3,2,7,4,1
XB-GENE-6466078,4,1,0,3,0,2
XB-GENE-6466081,0,2,0,0,0,0
XB-GENE-6466086,260,287,257,384,330,244
XB-GENE-6466088,31,25,70,29,32,30
XB-GENE-6466458,306,214,405,386,235,272
XB-GENE-6466467,151,143,148,168,150,93
XB-GENE-6466521,2,17,18,26,20,38
XB-GENE-6466546,0,0,0,0,2,0
XB-GENE-6466578,28,24,38,30,41,30
XB-GENE-6466680,0,0,0,21,2,22
XB-GENE-6468938,1,3,0,5,3,1
XB-GENE-6485514,1,0,0,0,0,0
XB-GENE-6485591,3,1,1,23,13,37
XB-GENE-6485604,79,93,167,82,87,70
XB-GENE-6485637,135,111,246,221,142,208
XB-GENE-6485662,281,393,448,523,489,384
XB-GENE-6485701,109,129,350,212,114,95
XB-GENE-6485714,58,60,96,74,72,50
XB-GENE-6485719,50,34,15,42,35,12
XB-GENE-6485724,77,64,117,96,107,77
XB-GENE-6485730,171,242,280,224,271,148
XB-GENE-6485795,33,28,37,56,36,42
XB-GENE-6485803,64,74,127,109,103,97
XB-GENE-6485838,413,429,599,430,459,390
XB-GENE-6485846,92,86,136,109,75,68
XB-GENE-6485900,214,262,264,256,252,162
XB-GENE-6485954,186,224,319,243,236,213
XB-GENE-6485984,74,144,219,145,174,127
XB-GENE-6485996,1,2,15,3,6,1
XB-GENE-6486040,103,104,155,104,114,103
XB-GENE-6486050,83,106,125,105,118,104
XB-GENE-6486059,475,428,511,479,396,261
XB-GENE-6486063,377,368,448,330,431,230
XB-GENE-6486080,1,0,2,3,0,0
XB-GENE-6486116,57,98,187,111,132,108
XB-GENE-6486138,288,288,431,376,418,286
XB-GENE-6486183,107,215,252,268,300,255
XB-GENE-6486199,59,95,129,99,98,94
XB-GENE-6486208,0,0,0,0,0,0
XB-GENE-6486279,130,171,280,162,168,137
XB-GENE-6486281,1,0,1,0,0,0
XB-GENE-6486309,5,19,118,230,84,184
XB-GENE-6486317,115,163,188,206,180,195
XB-GENE-6486339,0,0,0,0,0,0
XB-GENE-6486361,121,176,186,131,223,113
XB-GENE-6486378,315,277,558,343,230,330
XB-GENE-6486411,70,55,98,75,75,60
XB-GENE-6486450,52,61,47,62,51,47
XB-GENE-6486475,505,543,572,532,539,386
XB-GENE-6486480,24,33,63,41,30,30
XB-GENE-6486498,479,431,514,545,441,357
XB-GENE-6486501,429,401,829,423,446,429
XB-GENE-6486511,3,0,2,5,4,2
XB-GENE-6486573,104,93,146,123,83,88
XB-GENE-6486580,68,76,115,104,96,84
XB-GENE-6486609,536,384,528,468,351,295
XB-GENE-6486653,109,103,135,119,99,87
XB-GENE-6486659,0,0,4,0,0,4
XB-GENE-6486678,0,0,0,0,0,0
XB-GENE-6486744,2,0,3,1,0,0
XB-GENE-6486785,0,0,1,0,0,2
XB-GENE-6486818,368,417,576,423,528,297
XB-GENE-6486831,65,94,103,113,93,66
XB-GENE-6486904,14,8,23,4,10,8
XB-GENE-6486940,113,104,148,91,137,71
XB-GENE-6487006,0,0,0,0,0,0
XB-GENE-6487024,241,207,292,222,251,146
XB-GENE-6487047,72,96,101,85,77,46
XB-GENE-6487070,38,75,77,164,108,134
XB-GENE-6487084,127,146,153,169,144,107
XB-GENE-6487134,41,52,127,65,58,87
XB-GENE-6487149,27,26,70,26,50,36
XB-GENE-6487153,0,0,0,0,0,0
XB-GENE-6487157,94,94,130,94,96,78
XB-GENE-6487158,0,0,0,0,0,0
XB-GENE-6487182,0,0,0,0,0,0
XB-GENE-6487219,256,373,587,299,340,285
XB-GENE-6487283,157,170,155,185,153,77
XB-GENE-6487312,366,233,621,318,345,292
XB-GENE-6487383,93,58,131,77,80,86
XB-GENE-6487412,357,335,418,385,365,238
XB-GENE-6487423,41,22,37,39,21,17
XB-GENE-6487456,87,51,96,121,74,48
XB-GENE-6487499,10,11,24,7,8,13
XB-GENE-6487518,56,41,81,79,65,71
XB-GENE-6487529,12,9,3,9,9,6
XB-GENE-6487587,12,22,26,19,21,24
XB-GENE-6487591,51,45,156,63,43,99
XB-GENE-6487599,0,0,5,0,0,1
XB-GENE-6487614,171,184,258,206,215,157
XB-GENE-6487642,15,8,25,9,7,17
XB-GENE-6487743,1127,1140,1538,1449,1142,709
XB-GENE-6487754,1,0,2,0,0,2
XB-GENE-6487851,189,235,291,249,186,120
XB-GENE-6487975,6,2,4,5,1,3
XB-GENE-6487994,0,0,3,0,0,0
XB-GENE-6488002,0,0,0,10,1,26
XB-GENE-6488056,2,0,0,2,0,0
XB-GENE-6488143,0,2,0,0,0,0
XB-GENE-6488144,0,3,0,0,2,0
XB-GENE-6488146,6,23,8,16,24,0
XB-GENE-6488149,22,15,23,22,29,23
XB-GENE-6488182,0,0,0,11,5,20
XB-GENE-6488221,540,669,1158,742,803,868
XB-GENE-6488249,114,101,165,106,119,92
XB-GENE-6488250,27,31,62,27,26,27
XB-GENE-6488347,34,20,28,45,31,19
XB-GENE-6488369,29,14,26,29,19,26
XB-GENE-6488374,69,53,52,60,48,28
XB-GENE-6488420,0,0,4,0,0,3
XB-GENE-6488489,0,0,0,0,0,11
XB-GENE-6488525,2,1,0,1,1,1
XB-GENE-6488547,5,8,10,1,9,4
XB-GENE-6488584,662,746,935,797,801,703
XB-GENE-6488620,0,0,0,0,0,0
XB-GENE-6488623,4,8,9,8,15,11
XB-GENE-6488624,226,227,231,223,251,112
XB-GENE-6488649,77,121,120,111,114,85
XB-GENE-6488706,13,14,2,11,13,3
XB-GENE-6488731,98,115,112,103,106,65
XB-GENE-6488739,67,47,72,66,57,27
XB-GENE-6488792,4,4,3,7,2,5
XB-GENE-6488853,0,0,0,0,0,0
XB-GENE-6488882,1,2,3,3,2,7
XB-GENE-6488897,0,0,1,0,0,0
XB-GENE-6488990,2,4,1,1,3,0
XB-GENE-6488992,19,21,27,23,27,29
XB-GENE-6488994,1,0,1,0,0,0
XB-GENE-6489007,25,15,20,23,22,11
XB-GENE-6489017,173,189,521,201,228,258
XB-GENE-6489080,310,340,418,348,344,238
XB-GENE-6489089,0,0,0,0,0,0
XB-GENE-6489101,55,46,77,47,51,55
XB-GENE-6489103,20,31,35,41,39,37
XB-GENE-6489114,134,123,167,142,163,116
XB-GENE-6489119,15,32,45,34,36,28
XB-GENE-6489129,135,95,131,137,104,76
XB-GENE-6489133,98,133,200,96,125,81
XB-GENE-6489134,12,27,54,27,30,52
XB-GENE-6489194,73,69,67,77,55,44
XB-GENE-6489204,194,191,278,169,171,109
XB-GENE-6489312,114,132,192,168,149,110
XB-GENE-6489326,206,230,318,272,271,215
XB-GENE-6489345,4,5,6,4,6,6
XB-GENE-6489401,9,13,27,20,20,28
XB-GENE-6489511,272,256,318,294,260,192
XB-GENE-6492358,0,0,1,1,1,0
XB-GENE-6492359,0,0,0,0,0,2
XB-GENE-6492363,0,0,2,0,1,0
XB-GENE-6492365,0,0,0,0,0,0
XB-GENE-6492367,0,0,3,0,0,0
XB-GENE-6492370,7,7,29,8,3,9
XB-GENE-6492371,1,0,1,1,0,2
XB-GENE-6492372,0,0,1,0,0,0
XB-GENE-6492373,1,0,1,0,0,0
XB-GENE-6492375,0,0,5,1,0,0
XB-GENE-6492377,0,0,0,0,0,0
XB-GENE-6492384,0,0,0,0,0,0
XB-GENE-6493699,0,0,0,0,1,0
XB-GENE-6493979,3566,3757,7521,5104,4123,6371
XB-GENE-6493980,53,63,70,62,70,67
XB-GENE-6493981,22,16,28,28,27,23
XB-GENE-6493983,30,29,16,32,60,18
XB-GENE-6493984,16,28,21,20,37,20
XB-GENE-6493985,0,0,0,0,0,0
XB-GENE-6493987,16,16,43,19,20,7
XB-GENE-6493988,0,0,1,0,0,1
XB-GENE-6493991,8,7,56,14,9,19
XB-GENE-6493992,36,35,40,32,47,18
XB-GENE-6493994,67,90,85,85,115,68
XB-GENE-6493995,1,0,1,0,1,7
XB-GENE-6493997,3,11,8,1,7,23
XB-GENE-6500303,1,0,0,2,1,0
XB-GENE-6538658,320,304,448,421,299,280
XB-GENE-6538739,44,47,81,59,53,58
XB-GENE-6538740,11,9,22,14,21,15
XB-GENE-6538742,1,2,1,0,1,6
XB-GENE-6540650,62,58,72,74,74,28
XB-GENE-6540651,82,63,104,69,60,42
XB-GENE-6540652,6031,5494,6521,5853,6042,3093
XB-GENE-852645,1,0,0,0,0,12
XB-GENE-852658,447,452,680,528,473,378
XB-GENE-852734,21,37,37,28,40,29
XB-GENE-852749,28,26,26,38,36,20
XB-GENE-852823,1,0,0,35,6,41
XB-GENE-852896,30,63,40,20,48,44
XB-GENE-852934,2,2,8,9,4,12
XB-GENE-853028,46,34,68,53,53,72
XB-GENE-853046,3,5,9,4,5,13
XB-GENE-853062,867,1123,1393,748,1154,851
XB-GENE-853120,1,1,3,1,0,1
XB-GENE-853257,29,40,93,79,83,93
XB-GENE-853277,889,1056,1162,1039,1114,775
XB-GENE-853419,8,7,16,25,15,15
XB-GENE-853858,8,16,97,7,21,15
XB-GENE-853872,513,338,648,584,371,509
XB-GENE-853997,73,77,99,60,67,52
XB-GENE-854043,103,115,121,147,121,96
XB-GENE-854084,31,43,55,64,36,45
XB-GENE-854138,110,100,108,133,118,94
XB-GENE-854150,37,54,31,51,61,13
XB-GENE-855405,9,11,4,21,21,12
XB-GENE-855430,304,279,166,276,274,133
XB-GENE-855448,227,292,369,265,287,263
XB-GENE-855470,7,4,10,12,9,9
XB-GENE-855558,44,70,62,70,53,58
XB-GENE-855659,824,712,783,864,708,343
XB-GENE-855907,164,191,247,158,195,116
XB-GENE-855940,369,392,406,421,401,233
XB-GENE-855975,1799,2280,1685,2009,2702,980
XB-GENE-856265,166,115,206,140,130,128
XB-GENE-856288,5,3,5,4,2,1
XB-GENE-856300,157,173,273,233,246,139
XB-GENE-856303,1,6,1,5,7,2
XB-GENE-856365,395,1117,1392,928,1199,897
XB-GENE-856383,1894,2294,2690,2334,2436,2447
XB-GENE-856460,0,0,0,0,0,3
XB-GENE-856534,3,4,7,3,2,2
XB-GENE-8596270,0,0,0,0,0,0
XB-GENE-862908,31,35,76,39,56,50
XB-GENE-864792,0,0,0,0,0,2
XB-GENE-864801,0,0,0,0,1,0
XB-GENE-864802,0,0,0,3,1,0
XB-GENE-864803,0,0,0,0,0,0
XB-GENE-864805,781,862,949,890,949,690
XB-GENE-864807,818,640,968,673,625,509
XB-GENE-864808,0,1,1,1,0,8
XB-GENE-864809,470,479,648,621,541,473
XB-GENE-864810,55,57,55,60,34,34
XB-GENE-864811,76,47,120,42,112,81
XB-GENE-864813,0,0,1,77,19,59
XB-GENE-864814,11,24,36,37,15,22
XB-GENE-864815,2,2,1,1,2,6
XB-GENE-864816,60,85,115,85,52,63
XB-GENE-864817,0,2,2,1,0,2
XB-GENE-864819,378,297,388,393,263,272
XB-GENE-864821,85,94,96,90,109,62
XB-GENE-864825,0,0,0,0,0,0
XB-GENE-864827,0,0,0,0,0,0
XB-GENE-864828,11,13,8,36,27,20
XB-GENE-864831,67,179,194,289,287,688
XB-GENE-864833,0,0,0,0,0,0
XB-GENE-864834,8,3,8,8,3,13
XB-GENE-864837,59,109,161,84,84,75
XB-GENE-864839,1270,1481,2716,1414,1460,1523
XB-GENE-864840,0,0,0,0,0,0
XB-GENE-864842,0,0,0,0,0,0
XB-GENE-864843,135,124,157,158,127,71
XB-GENE-864845,0,0,0,0,0,0
XB-GENE-864847,25,13,12,18,15,5
XB-GENE-864848,180,132,144,155,179,132
XB-GENE-864849,15,26,20,123,75,107
XB-GENE-864850,720,909,929,919,970,683
XB-GENE-864853,18,28,36,28,25,25
XB-GENE-864854,0,1,1,0,1,1
XB-GENE-864855,49,44,78,53,50,47
XB-GENE-864856,187,177,194,263,228,113
XB-GENE-864860,0,0,0,0,0,0
XB-GENE-864864,73,84,83,106,86,63
XB-GENE-864865,0,0,0,0,0,0
XB-GENE-864866,0,0,0,0,0,0
XB-GENE-864868,162,128,153,243,198,205
XB-GENE-864869,582,648,773,626,753,508
XB-GENE-864870,0,0,0,0,0,0
XB-GENE-864871,483,498,587,587,586,368
XB-GENE-864872,0,0,1,0,0,0
XB-GENE-864873,15,14,17,24,13,12
XB-GENE-864878,1,0,3,0,2,0
XB-GENE-864883,6,19,16,12,8,14
XB-GENE-864885,0,0,0,14,5,14
XB-GENE-864886,9,8,9,6,8,8
XB-GENE-864887,0,1,5,2,2,1
XB-GENE-864889,1,7,0,0,6,0
XB-GENE-864891,16,67,9,30,38,42
XB-GENE-864893,35,35,83,49,57,73
XB-GENE-864894,337,353,579,417,419,413
XB-GENE-864895,2,0,1,6,1,20
XB-GENE-864898,0,0,0,0,0,0
XB-GENE-864899,6,12,4,14,8,18
XB-GENE-864900,91,60,169,72,77,78
XB-GENE-864901,0,0,0,0,1,1
XB-GENE-864903,0,0,0,0,0,0
XB-GENE-864904,0,0,0,0,0,0
XB-GENE-864908,0,0,0,0,0,0
XB-GENE-864909,884,877,926,790,875,478
XB-GENE-864911,310,367,743,408,462,468
XB-GENE-864912,185,217,265,234,243,213
XB-GENE-864913,0,0,0,0,0,0
XB-GENE-864914,0,0,0,0,0,1
XB-GENE-864915,126,156,204,181,198,155
XB-GENE-864921,108,137,174,157,155,123
XB-GENE-864922,2,2,6,0,1,1
XB-GENE-864923,121,125,175,135,164,125
XB-GENE-864924,103,127,298,158,120,181
XB-GENE-864925,74,90,107,94,99,58
XB-GENE-864926,30,27,32,39,30,31
XB-GENE-864930,484,208,250,455,284,87
XB-GENE-864933,0,0,0,0,0,0
XB-GENE-864935,131,182,194,240,231,144
XB-GENE-864939,0,0,0,0,0,0
XB-GENE-864940,0,3,2,0,1,1
XB-GENE-864941,0,0,0,0,0,0
XB-GENE-864943,45,59,44,59,54,30
XB-GENE-864944,78,46,69,120,53,56
XB-GENE-864945,53,41,41,49,41,35
XB-GENE-864946,0,0,0,0,0,0
XB-GENE-864947,0,0,0,0,0,0
XB-GENE-864948,5,1,2,3,3,4
XB-GENE-864949,4,8,11,11,11,17
XB-GENE-864950,3,0,12,0,2,5
XB-GENE-864952,0,0,0,0,0,0
XB-GENE-864954,0,0,0,0,0,0
XB-GENE-864955,14,14,18,16,19,14
XB-GENE-864957,1,0,1,0,0,2
XB-GENE-864958,0,0,0,0,0,0
XB-GENE-864959,4,7,62,11,16,28
XB-GENE-864962,0,0,0,0,0,0
XB-GENE-864964,0,0,0,0,0,0
XB-GENE-864966,16,35,27,45,11,26
XB-GENE-864967,14,46,23,130,79,76
XB-GENE-864968,58,48,104,85,74,86
XB-GENE-864972,1,5,0,4,4,3
XB-GENE-864974,45,39,66,43,39,34
XB-GENE-864975,168,183,254,202,225,177
XB-GENE-864976,7,7,10,13,10,6
XB-GENE-864979,0,5,9,7,7,15
XB-GENE-864981,0,0,1,1,0,0
XB-GENE-864982,37,53,146,131,55,167
XB-GENE-864983,1,0,7,1,3,2
XB-GENE-864986,1371,1134,1250,1541,1261,757
XB-GENE-864990,17,25,37,32,21,20
XB-GENE-864991,35,29,31,33,31,20
XB-GENE-864993,0,0,0,0,0,0
XB-GENE-864994,125,154,227,142,191,137
XB-GENE-864996,0,0,0,0,0,17
XB-GENE-864997,34,32,51,34,38,29
XB-GENE-865001,3,15,26,15,23,16
XB-GENE-865002,19,3,24,14,9,18
XB-GENE-865003,0,0,0,68,49,43
XB-GENE-865004,1,0,2,10,2,23
XB-GENE-865007,2,1,19,3,0,2
XB-GENE-865008,0,0,0,0,0,0
XB-GENE-865009,209,190,322,216,226,202
XB-GENE-865014,23,29,35,36,52,25
XB-GENE-865015,48,48,51,51,59,38
XB-GENE-865016,459,448,500,679,440,280
XB-GENE-865017,126,172,164,162,180,73
XB-GENE-865018,252,272,247,306,308,105
XB-GENE-865019,52,58,80,57,49,36
XB-GENE-865022,4,4,0,6,4,0
XB-GENE-865024,95,73,145,98,94,107
XB-GENE-865025,49,33,63,50,37,36
XB-GENE-865026,8,10,27,25,21,18
XB-GENE-865028,34,55,80,41,47,51
XB-GENE-865031,0,0,0,0,0,0
XB-GENE-865032,72,153,197,156,159,151
XB-GENE-865034,438,521,693,609,641,534
XB-GENE-865035,755,792,1281,1138,925,1179
XB-GENE-865037,128,108,110,147,143,62
XB-GENE-865039,475,600,594,895,636,617
XB-GENE-865040,175,166,138,228,142,96
XB-GENE-865041,105,159,176,104,175,83
XB-GENE-865042,0,0,0,0,0,0
XB-GENE-865044,95,101,134,116,142,95
XB-GENE-865045,934,1054,1214,1069,1207,659
XB-GENE-865046,0,0,1,0,0,0
XB-GENE-865047,13,34,107,24,19,36
XB-GENE-865048,237,261,413,251,247,155
XB-GENE-865049,3,13,8,7,7,2
XB-GENE-865050,309,220,415,323,302,302
XB-GENE-865051,1146,883,874,1093,1074,546
XB-GENE-865052,0,0,0,2,0,4
XB-GENE-865054,37,75,70,113,95,62
XB-GENE-865057,0,0,1,0,0,0
XB-GENE-865058,55,60,87,65,61,56
XB-GENE-865061,2,2,8,9,10,10
XB-GENE-865062,23,44,57,43,49,48
XB-GENE-865064,4,7,4,4,3,1
XB-GENE-865066,5,7,1,5,11,0
XB-GENE-865067,0,0,0,0,1,1
XB-GENE-865069,230,236,334,297,221,176
XB-GENE-865070,161,163,334,235,275,209
XB-GENE-865073,0,0,0,0,0,1
XB-GENE-865075,0,0,0,0,0,0
XB-GENE-865076,0,1,6,0,1,7
XB-GENE-865078,64,101,84,82,98,44
XB-GENE-865079,18,32,55,39,23,42
XB-GENE-865080,31,24,45,41,35,29
XB-GENE-865084,226,258,3444,728,251,1604
XB-GENE-865085,0,0,1,0,0,0
XB-GENE-865094,3,5,9,7,4,4
XB-GENE-865095,0,1,1,0,0,0
XB-GENE-865098,0,1,0,48,4,62
XB-GENE-865099,0,0,3,1,1,3
XB-GENE-865100,360,390,674,422,400,357
XB-GENE-865101,234,333,371,354,350,312
XB-GENE-865102,0,0,0,0,0,0
XB-GENE-865103,24,15,35,17,34,22
XB-GENE-865104,99,59,76,72,78,36
XB-GENE-865106,0,0,0,0,0,0
XB-GENE-865107,7,5,14,3,15,2
XB-GENE-865109,1,1,1,5,1,14
XB-GENE-865111,767,723,1056,847,750,630
XB-GENE-865112,0,0,0,0,0,1
XB-GENE-865113,1,0,4,5,2,6
XB-GENE-865114,170,183,241,173,154,220
XB-GENE-865117,0,0,0,0,1,0
XB-GENE-865118,89,92,143,91,120,24
XB-GENE-865119,60,80,112,73,78,65
XB-GENE-865121,388,446,632,497,486,362
XB-GENE-865122,0,1,0,40,12,44
XB-GENE-865123,59,64,87,101,84,59
XB-GENE-865124,22,22,43,28,22,28
XB-GENE-865126,115,131,151,83,185,49
XB-GENE-865127,18,23,25,22,14,11
XB-GENE-865130,47,54,95,94,73,76
