xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-967570,5,2,7,4,9,5
XB-GENE-967622,42,23,58,46,21,36
XB-GENE-967651,117,60,183,183,44,193
XB-GENE-967677,0,0,0,0,0,0
XB-GENE-967710,1,0,2,3,1,7
XB-GENE-967720,113,110,162,169,95,128
XB-GENE-967757,0,0,0,0,0,0
XB-GENE-967780,1582,1010,2316,2255,894,2254
XB-GENE-967806,123,102,146,236,89,181
XB-GENE-967815,152,68,176,272,97,204
XB-GENE-967825,177,178,211,234,143,131
XB-GENE-967849,198,130,137,363,106,159
XB-GENE-967869,84,48,61,124,41,95
XB-GENE-967887,23,24,41,38,13,25
XB-GENE-967901,564,318,766,906,330,1016
XB-GENE-967911,1128,544,1085,1616,491,1009
XB-GENE-967940,123,67,152,172,71,143
XB-GENE-967958,63,28,55,79,24,47
XB-GENE-967968,15,20,40,30,27,30
XB-GENE-968191,315,238,324,532,197,356
XB-GENE-968200,46,25,33,60,17,28
XB-GENE-968207,2941,2772,5769,3286,3130,2614
XB-GENE-968235,983,729,1267,1318,640,1255
XB-GENE-968257,271,228,365,528,176,326
XB-GENE-968270,0,0,0,0,0,0
XB-GENE-968279,115,100,180,253,123,191
XB-GENE-968292,58,43,54,73,35,55
XB-GENE-968318,89,53,99,119,61,83
XB-GENE-968327,78,66,127,223,52,165
XB-GENE-968354,99,69,107,171,80,140
XB-GENE-968368,48,31,51,81,26,59
XB-GENE-968381,21,13,32,34,12,45
XB-GENE-968399,2801,2198,3630,6117,1959,4248
XB-GENE-968421,181,196,311,304,163,252
XB-GENE-968446,375,170,245,386,204,207
XB-GENE-968455,448,300,437,877,277,689
XB-GENE-968479,686,660,1269,1206,624,1167
XB-GENE-968491,12,7,34,26,13,30
XB-GENE-968501,208,129,274,437,213,314
XB-GENE-968514,13,2,10,6,8,6
XB-GENE-968540,45,61,111,72,56,64
XB-GENE-968559,21,18,33,33,17,24
XB-GENE-968570,133,110,164,187,85,138
XB-GENE-968584,11,8,5,10,6,1
XB-GENE-968611,852,439,904,1386,421,1233
XB-GENE-968623,46,43,82,70,33,63
XB-GENE-968633,0,0,0,0,0,2
XB-GENE-968645,229,212,313,390,165,285
XB-GENE-968665,165,133,589,311,262,1076
XB-GENE-968683,2,0,4,4,0,2
XB-GENE-968694,10,6,10,32,8,18
XB-GENE-968704,0,0,0,0,0,0
XB-GENE-968721,4,8,16,10,7,11
XB-GENE-968737,82,64,104,105,66,63
XB-GENE-968747,430,247,420,725,226,524
XB-GENE-968761,14,18,11,27,10,16
XB-GENE-968769,0,0,0,0,0,0
XB-GENE-968781,92,41,129,139,42,106
XB-GENE-968793,97,63,80,115,53,91
XB-GENE-968803,1380,748,1824,2126,792,2165
XB-GENE-968823,918,713,1042,1270,749,1007
XB-GENE-968857,822,717,1140,1366,564,1010
XB-GENE-968876,50,35,61,90,37,57
XB-GENE-968916,61,82,100,104,76,80
XB-GENE-968930,236,112,564,421,316,642
XB-GENE-969008,201,142,219,286,123,162
XB-GENE-969029,103,68,121,133,63,72
XB-GENE-969046,653,487,875,961,424,790
XB-GENE-969057,1,0,0,1,1,0
XB-GENE-969068,1827,1252,3218,3219,1418,3596
XB-GENE-969081,197,129,228,237,130,173
XB-GENE-969090,142,117,172,235,136,191
XB-GENE-969102,267,209,284,457,198,373
XB-GENE-969111,34,18,56,52,25,42
XB-GENE-969121,47,59,99,64,28,81
XB-GENE-969133,72,56,93,91,51,70
XB-GENE-969144,650,516,1246,1383,564,1162
XB-GENE-969158,85,77,119,98,54,74
XB-GENE-969175,195,147,202,425,146,303
XB-GENE-969184,50,78,55,71,60,35
XB-GENE-969198,419,297,726,747,289,904
XB-GENE-969232,0,0,0,0,0,0
XB-GENE-969252,3,0,2,3,0,1
XB-GENE-969269,106,86,162,126,73,110
XB-GENE-969280,6,6,5,8,7,9
XB-GENE-969328,11,12,12,32,6,24
XB-GENE-969339,53,44,57,80,50,60
XB-GENE-969402,38,37,82,89,16,59
XB-GENE-969411,87,68,90,146,61,84
XB-GENE-969423,100,92,150,143,151,134
XB-GENE-969453,9399,10498,16338,12485,10787,8950
XB-GENE-969476,671,535,858,857,432,745
XB-GENE-969512,334,279,380,662,253,536
XB-GENE-969578,2841,2047,3631,4394,1851,4199
XB-GENE-969589,10,7,15,15,5,13
XB-GENE-969606,53,39,43,72,33,30
XB-GENE-969617,6,6,16,12,6,9
XB-GENE-969642,0,0,0,0,0,0
XB-GENE-969732,166,132,175,370,149,396
XB-GENE-969746,12093,6832,11385,16317,6330,12634
XB-GENE-969758,63,55,107,96,38,72
XB-GENE-969771,332,349,607,399,388,356
XB-GENE-969783,1360,877,1743,2115,849,1886
XB-GENE-969807,207,108,213,426,135,341
XB-GENE-969819,87,87,163,130,77,157
XB-GENE-969834,1256,629,1705,1713,666,1861
XB-GENE-969856,183,133,274,293,126,248
XB-GENE-969897,1029,708,1222,1513,683,1005
XB-GENE-969908,874,595,1288,1283,579,1025
XB-GENE-969928,125,101,120,107,84,76
XB-GENE-969960,433,280,611,651,293,670
XB-GENE-970004,39,42,63,65,21,70
XB-GENE-970013,103,41,77,97,46,101
XB-GENE-970023,169,140,256,367,182,305
XB-GENE-970041,279,183,349,417,160,381
XB-GENE-970054,254,150,207,389,157,221
XB-GENE-970075,689,457,1090,947,464,825
XB-GENE-970090,150,105,153,202,110,146
XB-GENE-970106,49,42,88,90,39,84
XB-GENE-970150,84,55,99,165,58,89
XB-GENE-970184,1889,1423,2267,2680,1261,2132
XB-GENE-970197,127,72,183,186,95,181
XB-GENE-970210,78,49,94,126,46,100
XB-GENE-970272,149,90,186,225,118,200
XB-GENE-970282,3,3,2,4,2,1
XB-GENE-970300,137,90,215,248,111,252
XB-GENE-970326,285,169,337,412,146,386
XB-GENE-970341,0,0,0,61,0,0
XB-GENE-970358,591,386,633,807,342,555
XB-GENE-970400,506,399,761,748,379,659
XB-GENE-970414,4409,3168,4207,6121,2634,4103
XB-GENE-970516,843,655,1464,1918,591,1996
XB-GENE-970525,2,2,5,7,6,6
XB-GENE-970551,20,13,31,21,7,25
XB-GENE-970580,284,201,322,359,175,241
XB-GENE-970609,541,411,698,1066,416,824
XB-GENE-970622,1308,912,1662,1659,863,1265
XB-GENE-970644,7,5,10,15,3,16
XB-GENE-970657,130,62,141,157,69,124
XB-GENE-970669,296,336,570,481,365,478
XB-GENE-970693,37,32,58,41,19,37
XB-GENE-970706,38,25,59,40,22,46
XB-GENE-970724,89,68,132,153,50,109
XB-GENE-970735,364,221,446,494,228,408
XB-GENE-970750,279,309,385,462,292,356
XB-GENE-970764,451,599,811,980,631,1004
XB-GENE-970786,0,0,0,0,0,1
XB-GENE-970800,234,176,333,350,177,265
XB-GENE-970821,0,0,0,0,0,0
XB-GENE-970831,275,226,365,492,236,329
XB-GENE-970842,194,199,319,285,145,242
XB-GENE-970863,258,150,279,437,195,315
XB-GENE-970876,252,198,416,460,231,357
XB-GENE-970886,140,104,159,208,96,159
XB-GENE-970904,121,71,155,137,60,108
XB-GENE-970924,18,18,21,27,8,23
XB-GENE-970944,1,0,1,13,4,1
XB-GENE-970970,145,100,177,229,96,190
XB-GENE-971016,104,100,138,263,143,220
XB-GENE-971033,463,408,707,763,376,689
XB-GENE-971044,38,18,36,49,18,22
XB-GENE-971053,229,309,396,308,262,387
XB-GENE-971067,8,13,11,14,5,3
XB-GENE-971077,242,146,233,318,160,252
XB-GENE-971102,232,193,334,369,166,254
XB-GENE-971113,249,171,322,341,177,259
XB-GENE-971141,0,0,0,0,0,11
XB-GENE-971154,931,737,1257,1813,690,1438
XB-GENE-971204,904,704,914,1481,682,919
XB-GENE-971217,305,230,395,476,182,398
XB-GENE-971228,16,12,28,25,11,25
XB-GENE-971240,30,27,67,58,27,32
XB-GENE-971253,39,23,38,75,31,51
XB-GENE-971367,13,15,21,24,9,21
XB-GENE-971390,112,38,51,141,37,58
XB-GENE-971404,96,58,108,168,45,130
XB-GENE-971417,94,77,165,143,107,185
XB-GENE-971438,0,1,2,0,0,3
XB-GENE-971457,298,212,363,425,213,305
XB-GENE-971472,132,93,252,185,130,192
XB-GENE-971486,4508,3814,5256,7396,2977,4606
XB-GENE-971507,180,124,250,211,100,184
XB-GENE-971542,2,1,11,2,0,13
XB-GENE-971554,89,98,104,141,96,33
XB-GENE-971570,13,20,25,31,19,25
XB-GENE-971583,0,0,0,1,0,1
XB-GENE-971594,350,167,424,595,184,571
XB-GENE-971640,41,41,83,70,26,52
XB-GENE-971651,777,525,902,1238,520,1088
XB-GENE-971671,63,30,63,55,19,59
XB-GENE-971684,147,108,212,238,90,188
XB-GENE-971697,118,98,164,169,83,114
XB-GENE-971707,3748,2012,4804,6118,2214,5706
XB-GENE-971719,43,22,43,68,24,42
XB-GENE-971733,14,11,20,52,15,29
XB-GENE-971755,29,17,36,29,16,22
XB-GENE-971782,34,18,50,62,24,47
XB-GENE-971793,89,53,80,125,45,65
XB-GENE-971817,35,40,42,49,25,32
XB-GENE-971847,612,403,799,888,367,787
XB-GENE-971908,112,88,193,176,172,227
XB-GENE-971922,0,0,0,0,0,0
XB-GENE-971933,132,121,180,198,89,142
XB-GENE-971963,17,11,28,26,9,20
XB-GENE-971981,0,0,2,1,6,1
XB-GENE-972017,42,27,45,87,27,82
XB-GENE-972027,141,118,213,262,85,183
XB-GENE-972047,420,317,403,715,330,398
XB-GENE-972091,13,0,0,84,16,11
XB-GENE-972107,70,53,111,113,62,88
XB-GENE-972147,152,109,221,245,138,197
XB-GENE-972163,872,641,1071,1217,548,842
XB-GENE-972188,116,189,204,168,226,184
XB-GENE-972209,416,187,330,853,272,592
XB-GENE-972241,1895,966,2134,2754,860,2487
XB-GENE-972253,7,4,20,20,8,17
XB-GENE-972272,379,248,376,623,254,392
XB-GENE-972284,414,359,617,840,380,622
XB-GENE-972297,27,18,26,47,29,41
XB-GENE-972311,86,70,164,140,65,133
XB-GENE-972329,590,438,703,924,415,779
XB-GENE-972357,95,60,98,142,60,122
XB-GENE-972367,252,218,454,483,190,453
XB-GENE-972383,119,104,150,168,77,126
XB-GENE-972403,865,530,930,1081,587,998
XB-GENE-972418,174,162,332,300,196,341
XB-GENE-972446,8090,10362,15333,14404,10179,10821
XB-GENE-972465,263,140,308,397,167,352
XB-GENE-972477,61,38,63,74,36,89
XB-GENE-972516,183,107,170,299,107,228
XB-GENE-972527,221,120,238,302,143,285
XB-GENE-972544,1022,802,2010,1675,829,1688
XB-GENE-972569,15,9,14,22,5,16
XB-GENE-972580,6,9,14,8,9,12
XB-GENE-972594,187,110,190,241,146,212
XB-GENE-972605,279,155,245,530,175,402
XB-GENE-972623,2387,1969,3363,3163,1855,2871
XB-GENE-972636,207,119,301,395,131,448
XB-GENE-972651,894,627,1274,1527,659,1403
XB-GENE-972664,340,262,495,526,239,373
XB-GENE-972673,502,399,553,808,407,636
XB-GENE-972686,3,1,8,2,1,12
XB-GENE-972698,6,5,17,15,8,11
XB-GENE-972708,0,0,0,0,0,1
XB-GENE-972733,142,117,259,302,108,338
XB-GENE-972748,72,34,81,94,30,81
XB-GENE-972760,1251,675,1410,1798,671,1805
XB-GENE-972783,553,513,634,874,445,580
XB-GENE-972806,319,268,598,550,282,654
XB-GENE-972843,8,11,9,24,3,11
XB-GENE-972879,236,190,266,351,220,191
XB-GENE-972901,53,32,48,95,43,117
XB-GENE-972913,159,122,219,293,127,229
XB-GENE-972927,59,32,68,68,26,74
XB-GENE-972941,179,111,284,238,92,292
XB-GENE-972996,415,433,587,705,431,623
XB-GENE-973009,258,121,251,262,68,259
XB-GENE-973025,288,236,294,496,231,298
XB-GENE-973064,4,6,3,6,0,2
XB-GENE-973076,36,28,54,50,25,45
XB-GENE-973087,808,608,755,1364,565,911
XB-GENE-973098,113,73,128,115,68,90
XB-GENE-973110,45,24,15,74,28,40
XB-GENE-973123,103,74,164,151,90,131
XB-GENE-973146,2,0,1,1,2,1
XB-GENE-973167,66,64,107,87,48,85
XB-GENE-973199,18,16,30,25,10,26
XB-GENE-973235,303,184,364,452,203,354
XB-GENE-973248,38,57,53,67,28,28
XB-GENE-973276,178,145,205,247,150,244
XB-GENE-973285,12,6,11,19,9,16
XB-GENE-973299,129,85,199,289,87,220
XB-GENE-973313,1,0,0,0,0,9
XB-GENE-973328,255,172,266,389,152,267
XB-GENE-973347,169,75,210,294,109,338
XB-GENE-973358,144,92,204,215,92,209
XB-GENE-973384,316,277,455,450,297,487
XB-GENE-973398,273,134,354,330,150,318
XB-GENE-973414,252,150,313,353,120,300
XB-GENE-973438,80,49,80,135,47,82
XB-GENE-973465,134,93,42,178,109,64
XB-GENE-973481,51,62,69,85,67,68
XB-GENE-973504,36,37,39,59,43,38
XB-GENE-973532,866,577,1388,1058,541,1221
XB-GENE-973560,1847,1357,1768,2902,1474,2082
XB-GENE-973585,26,30,52,41,23,44
XB-GENE-973595,241,143,325,365,151,300
XB-GENE-973610,0,0,0,0,1,1
XB-GENE-973623,438,237,473,588,222,541
XB-GENE-973633,108,103,182,163,114,160
XB-GENE-973644,1832,1470,2861,2802,1210,2272
XB-GENE-973679,7,0,11,12,0,8
XB-GENE-973722,54,33,71,116,36,93
XB-GENE-973731,2,1,2,2,1,2
XB-GENE-973755,80,32,56,143,26,65
XB-GENE-973767,526,457,669,797,471,500
XB-GENE-973782,204,132,247,356,125,250
XB-GENE-973819,154,59,135,165,82,115
XB-GENE-973831,422,274,436,725,298,463
XB-GENE-973843,1282,1000,2258,1824,985,1902
XB-GENE-973863,268,195,425,378,199,354
XB-GENE-973877,3,5,4,2,1,0
XB-GENE-973892,1,3,1,3,2,2
XB-GENE-973971,81,47,105,99,53,66
XB-GENE-973996,302,307,373,495,254,269
XB-GENE-974009,528,299,423,739,328,580
XB-GENE-974023,851,579,862,1504,552,986
XB-GENE-974095,106,83,123,163,63,139
XB-GENE-974105,231,173,301,314,157,231
XB-GENE-974135,78,77,147,109,68,80
XB-GENE-974159,401,460,685,588,408,537
XB-GENE-974189,256,174,274,308,144,270
XB-GENE-974211,1840,655,1730,2455,704,2486
XB-GENE-974221,462,257,496,650,234,488
XB-GENE-974243,37,37,84,88,27,59
XB-GENE-974256,5,9,9,5,3,6
XB-GENE-974269,927,674,938,1156,703,735
XB-GENE-974283,9,2,7,9,2,6
XB-GENE-974298,196,154,246,249,147,203
XB-GENE-974310,41,40,41,72,33,35
XB-GENE-974323,779,482,901,1248,533,950
XB-GENE-974339,260,193,288,350,202,238
XB-GENE-974369,45,39,61,71,30,49
XB-GENE-974385,1103,672,1661,1757,638,1798
XB-GENE-974412,53,40,89,72,49,82
XB-GENE-974430,1,2,1,2,0,2
XB-GENE-974445,123,97,156,190,104,158
XB-GENE-974459,3256,2730,4620,4595,2357,4702
XB-GENE-974469,178,177,307,263,139,193
XB-GENE-974489,114,75,113,131,92,93
XB-GENE-974520,962,673,679,1955,779,1899
XB-GENE-974534,98,109,132,155,78,99
XB-GENE-974547,1648,1221,2323,2583,1324,2409
XB-GENE-974565,55,60,110,111,85,87
XB-GENE-974580,191,155,304,450,122,226
XB-GENE-974602,393,286,377,633,356,602
XB-GENE-974620,71,58,89,136,48,102
XB-GENE-974631,141,65,115,198,62,153
XB-GENE-974657,1,0,0,0,0,0
XB-GENE-974670,830,710,1287,1304,582,1032
XB-GENE-974686,805,726,955,1263,669,995
XB-GENE-974700,0,0,0,0,0,0
XB-GENE-974724,43,20,36,121,21,93
XB-GENE-974743,924,648,1181,1356,655,1179
XB-GENE-974756,202,159,256,329,171,324
XB-GENE-974769,261,232,359,508,225,420
XB-GENE-974806,880,544,1402,1494,536,1652
XB-GENE-974827,471,317,477,895,355,752
XB-GENE-974839,1489,892,1675,1817,886,1653
XB-GENE-974864,621,454,1080,1056,431,1135
XB-GENE-974892,83,85,169,107,79,127
XB-GENE-974903,76,61,99,125,52,102
XB-GENE-974915,58,38,73,71,39,66
XB-GENE-974928,13,15,38,28,7,27
XB-GENE-974938,1651,1680,1937,4110,1680,1679
XB-GENE-974962,243,200,257,340,177,256
XB-GENE-974974,46,36,66,64,46,36
XB-GENE-974989,155,137,190,222,131,180
XB-GENE-975020,1870,1716,3495,3911,1674,4045
XB-GENE-975037,59,29,51,95,26,96
XB-GENE-975052,914,536,930,1231,453,1026
XB-GENE-975062,769,317,924,944,305,484
XB-GENE-975078,29,20,33,54,20,38
XB-GENE-975107,765,630,983,1072,523,795
XB-GENE-975120,0,0,0,140,0,0
XB-GENE-975132,142,128,237,284,115,194
XB-GENE-975159,607,455,724,746,359,591
XB-GENE-975172,607,444,888,1252,515,1091
XB-GENE-975185,35,44,97,59,43,61
XB-GENE-975250,0,1,1,1,0,0
XB-GENE-975261,201,203,350,268,205,201
XB-GENE-975271,46,41,41,73,37,62
XB-GENE-975283,274,143,289,383,120,221
XB-GENE-975294,512,352,526,985,355,808
XB-GENE-975317,3,1,1,9,3,3
XB-GENE-975329,33,19,34,24,21,25
XB-GENE-975352,156,108,175,213,89,140
XB-GENE-975365,20,9,19,15,11,22
XB-GENE-975378,221,204,317,285,203,189
XB-GENE-975431,29,16,39,45,30,34
XB-GENE-975444,2,0,3,0,1,4
XB-GENE-975479,2,4,8,3,2,8
XB-GENE-975746,1,1,6,7,0,6
XB-GENE-975755,571,395,633,532,406,413
XB-GENE-975767,78,66,163,94,69,144
XB-GENE-975776,113,58,110,191,56,165
XB-GENE-975787,5,5,10,14,10,12
XB-GENE-975879,457,445,619,636,335,421
XB-GENE-975897,5507,4414,3085,6645,2801,1868
XB-GENE-975911,226,154,274,396,152,232
XB-GENE-975924,43,35,46,51,30,44
XB-GENE-975953,70,41,40,92,44,81
XB-GENE-975969,1,3,3,1,3,1
XB-GENE-975980,0,0,1,3,1,3
XB-GENE-976017,184,99,172,257,90,137
XB-GENE-976029,244,168,327,405,183,366
XB-GENE-976038,222,161,312,342,110,295
XB-GENE-976062,92,69,101,121,55,98
XB-GENE-976075,0,0,4,8,35,130
XB-GENE-976090,128,92,143,211,81,182
XB-GENE-976119,142,78,167,254,91,215
XB-GENE-976131,18,15,16,22,12,13
XB-GENE-976140,473,367,568,653,351,579
XB-GENE-976148,60,50,87,120,45,61
XB-GENE-976158,244,157,229,419,150,196
XB-GENE-976178,82,106,225,124,85,176
XB-GENE-976204,20,12,49,15,7,39
XB-GENE-976216,1333,570,1502,2235,597,2097
XB-GENE-976225,85,102,169,84,96,88
XB-GENE-976232,43,31,46,71,38,55
XB-GENE-976248,202,213,339,267,193,262
XB-GENE-976285,520,392,601,426,388,401
XB-GENE-976299,22,20,29,29,16,16
XB-GENE-976309,0,0,2,0,0,1
XB-GENE-976321,137,188,355,267,204,308
XB-GENE-976334,2724,1814,2379,3416,1598,2249
XB-GENE-976348,38,99,129,44,91,62
XB-GENE-976376,220,171,314,365,137,273
XB-GENE-976392,1167,998,1343,1725,1006,1059
XB-GENE-976405,98,82,147,157,78,125
XB-GENE-976421,17,15,18,20,13,12
XB-GENE-976431,70,49,124,170,61,107
XB-GENE-976442,451,507,804,660,397,493
XB-GENE-976456,260,221,313,441,233,280
XB-GENE-976469,134,252,441,324,293,325
XB-GENE-976497,459,331,442,704,304,465
XB-GENE-976506,298,231,204,459,138,131
XB-GENE-976537,201,177,186,243,144,182
XB-GENE-976548,3,1,4,7,4,12
XB-GENE-976560,126,93,267,212,114,169
XB-GENE-976571,107,87,211,140,109,163
XB-GENE-976601,1,4,3,1,2,2
XB-GENE-976609,150,78,219,161,62,135
XB-GENE-976628,67,62,77,116,60,80
XB-GENE-976648,651,620,1207,1108,559,1021
XB-GENE-976660,39,49,124,72,42,109
XB-GENE-976679,0,0,3,0,0,1
XB-GENE-976683,690,533,709,1054,455,781
XB-GENE-976701,80,53,91,98,37,101
XB-GENE-976717,34,34,47,37,35,49
XB-GENE-976737,1435,717,1550,1984,672,1951
XB-GENE-976747,2,1,3,4,2,5
XB-GENE-976767,71,59,65,118,65,110
XB-GENE-976778,90,91,112,156,59,115
XB-GENE-976793,258,207,387,368,189,402
XB-GENE-976805,223,129,243,330,104,288
XB-GENE-976817,9,8,26,12,10,9
XB-GENE-976830,66,65,118,136,56,70
XB-GENE-976852,177,140,499,200,223,225
XB-GENE-976893,24,15,41,52,16,43
XB-GENE-976914,752,428,746,1256,503,742
XB-GENE-976925,9,7,11,13,4,4
XB-GENE-976942,2487,1870,3450,3916,1920,3162
XB-GENE-976949,105,144,259,138,135,135
XB-GENE-976961,46,51,47,65,51,47
XB-GENE-976972,1,1,1,1,1,3
XB-GENE-976979,81,67,86,119,51,93
XB-GENE-976988,27,14,30,44,15,39
XB-GENE-976997,33,54,75,66,42,50
XB-GENE-977008,6,11,29,14,20,38
XB-GENE-977020,161,200,243,302,147,256
XB-GENE-977031,24,13,41,42,17,30
XB-GENE-977058,302,430,496,511,283,321
XB-GENE-977066,4,9,8,15,12,5
XB-GENE-977079,666,480,1018,1080,421,1098
XB-GENE-977088,37,21,21,40,15,17
XB-GENE-977118,183,164,283,256,178,211
XB-GENE-977131,61,74,53,101,60,30
XB-GENE-977144,0,0,1,8,0,0
XB-GENE-977154,58,42,70,81,44,52
XB-GENE-977162,951,876,1583,1655,808,1430
XB-GENE-977182,34,22,47,49,33,29
XB-GENE-977195,122,119,202,246,105,239
XB-GENE-977208,51,48,78,101,43,73
XB-GENE-977220,56,36,70,141,37,88
XB-GENE-977244,546,499,1002,857,565,957
XB-GENE-977264,4,1,3,5,1,5
XB-GENE-977273,14,27,43,30,23,36
XB-GENE-977287,42,42,23,43,33,8
XB-GENE-977303,22,7,11,21,4,21
XB-GENE-977319,167,138,229,331,134,285
XB-GENE-977331,587,387,1006,1065,405,1191
XB-GENE-977365,570,609,897,917,534,490
XB-GENE-977396,338,217,417,504,225,508
XB-GENE-977405,466,408,512,801,382,451
XB-GENE-977417,528,329,649,744,351,621
XB-GENE-977428,14,5,15,8,7,11
XB-GENE-977439,492,301,529,865,282,539
XB-GENE-977468,367,299,611,604,240,485
XB-GENE-977488,136,119,356,175,117,171
XB-GENE-977512,5,2,5,7,4,8
XB-GENE-977522,504,332,504,748,317,414
XB-GENE-977532,7,5,6,7,8,6
XB-GENE-977545,2,0,0,1,0,0
XB-GENE-977554,131,93,115,279,101,172
XB-GENE-977569,353,424,755,411,363,347
XB-GENE-977596,58,56,80,82,55,65
XB-GENE-977607,20,13,21,24,17,27
XB-GENE-977615,0,1,1,2,0,1
XB-GENE-977629,37,11,50,36,18,47
XB-GENE-977662,126,77,143,188,73,130
XB-GENE-977676,188,130,265,283,115,324
XB-GENE-977688,2,5,4,12,4,5
XB-GENE-977715,1013,555,1157,1279,475,1113
XB-GENE-977726,226,181,267,391,234,318
XB-GENE-977735,24,17,25,39,24,43
XB-GENE-977760,346,162,263,691,194,436
XB-GENE-977778,184,103,187,405,111,286
XB-GENE-977878,3,3,8,7,2,8
XB-GENE-977885,2,6,7,5,2,6
XB-GENE-977897,68,51,104,131,44,94
XB-GENE-977923,13,9,27,28,8,10
XB-GENE-977950,119,59,132,158,69,108
XB-GENE-977961,0,0,0,0,0,0
XB-GENE-977973,0,0,0,0,0,1
XB-GENE-977987,30,38,56,92,39,54
XB-GENE-977999,6,4,7,12,5,5
XB-GENE-978022,1,0,1,4,1,8
XB-GENE-978029,113,106,254,153,100,176
XB-GENE-978047,0,0,0,0,7,0
XB-GENE-978093,0,148,52,101,0,63
XB-GENE-978105,423,204,382,548,206,406
XB-GENE-978138,22,11,26,29,13,23
XB-GENE-978150,484,509,844,798,503,549
XB-GENE-978159,111,47,146,144,52,97
XB-GENE-978187,3,4,15,20,6,13
XB-GENE-978208,23,16,21,33,20,21
XB-GENE-978223,51,16,113,75,61,89
XB-GENE-978250,88,105,173,173,84,137
XB-GENE-978269,281,274,418,430,214,337
XB-GENE-978293,137,186,283,225,150,167
XB-GENE-978304,1423,736,1001,2160,651,1152
XB-GENE-978341,58,64,103,88,61,96
XB-GENE-978354,4286,2930,7777,5764,2647,7954
XB-GENE-978369,15,10,57,35,14,25
XB-GENE-978383,24,14,32,24,19,18
XB-GENE-978395,93,60,97,167,55,123
XB-GENE-978404,42,41,165,52,60,74
XB-GENE-978423,52,49,79,92,65,97
XB-GENE-978433,205,134,208,292,140,186
XB-GENE-978445,993,432,980,1301,378,961
XB-GENE-978458,0,0,0,4,0,1
XB-GENE-978477,15,9,19,25,11,18
XB-GENE-978496,246,274,497,484,278,558
XB-GENE-978511,2038,1349,2166,3216,1269,2287
XB-GENE-978526,9,10,11,18,8,4
XB-GENE-978537,30,37,45,87,29,39
XB-GENE-978558,281,132,219,609,154,465
XB-GENE-978581,51,44,69,64,43,63
XB-GENE-978783,3,1,1,4,1,4
XB-GENE-978795,206,161,251,274,155,205
XB-GENE-978823,80,66,147,125,91,138
XB-GENE-978831,206,133,197,288,140,189
XB-GENE-978878,69,42,123,113,36,115
XB-GENE-978890,356,198,359,627,191,401
XB-GENE-978913,8,6,8,12,2,6
XB-GENE-978934,2,0,3,5,1,11
XB-GENE-979004,139,148,266,240,192,259
XB-GENE-979050,454,401,715,779,411,704
XB-GENE-979061,62,24,79,101,34,62
XB-GENE-979099,457,431,1064,684,451,714
XB-GENE-979119,486,454,700,737,399,543
XB-GENE-979131,76,62,112,136,64,88
XB-GENE-979142,132,98,182,235,83,203
XB-GENE-979162,46,41,82,84,34,73
XB-GENE-979173,218,132,188,318,92,216
XB-GENE-979187,156,116,173,185,98,127
XB-GENE-979199,296,285,308,517,279,335
XB-GENE-979222,155,146,222,270,105,242
XB-GENE-979235,565,689,1176,820,740,755
XB-GENE-979250,143,137,215,233,99,187
XB-GENE-979263,332,249,415,519,255,447
XB-GENE-979286,16,14,22,34,16,12
XB-GENE-979310,2987,1662,3662,3758,1552,3278
XB-GENE-979334,196,121,125,226,89,157
XB-GENE-979441,90,97,163,127,96,130
XB-GENE-979454,39,26,57,61,21,32
XB-GENE-979461,57,78,119,49,64,49
XB-GENE-979490,190,165,366,274,215,260
XB-GENE-979502,104,76,116,144,97,88
XB-GENE-979514,0,0,0,1,0,0
XB-GENE-979529,54,33,68,93,31,58
XB-GENE-979551,664,647,1269,726,770,712
XB-GENE-979568,130,124,358,225,187,315
XB-GENE-979588,188,187,455,320,154,283
XB-GENE-979604,2,0,6,0,1,2
XB-GENE-979614,453,374,762,1030,388,951
XB-GENE-979633,4,7,5,10,3,6
XB-GENE-979642,139,90,179,228,97,221
XB-GENE-979651,109,122,189,309,137,231
XB-GENE-979665,8,5,7,11,3,7
XB-GENE-979678,113,78,110,155,73,156
XB-GENE-979689,2,3,0,6,3,1
XB-GENE-979701,136,165,371,160,132,217
XB-GENE-979715,37,27,43,59,18,40
XB-GENE-979728,169,170,257,310,161,226
XB-GENE-979753,133,158,237,202,163,173
XB-GENE-979762,141,117,204,272,108,216
XB-GENE-979772,1,0,1,0,0,0
XB-GENE-979783,11,17,7,12,11,7
XB-GENE-979802,530,540,866,711,701,1030
XB-GENE-979817,0,0,0,0,0,0
XB-GENE-979830,719,529,1149,1191,486,922
XB-GENE-979839,180,131,305,234,135,224
XB-GENE-979863,53,35,59,87,30,95
XB-GENE-979894,969,551,1139,1549,690,1243
XB-GENE-979911,5,3,3,9,2,3
XB-GENE-979925,57,40,94,159,30,122
XB-GENE-979941,22,28,29,32,18,22
XB-GENE-979948,0,4,5,4,3,4
XB-GENE-979975,129,61,153,196,42,138
XB-GENE-980002,401,277,471,627,286,582
XB-GENE-980017,7,1,7,8,3,12
XB-GENE-980044,428,195,160,582,199,120
XB-GENE-980064,1038,654,724,1305,667,662
XB-GENE-980125,191,194,372,382,211,376
XB-GENE-980135,124,90,176,209,107,209
XB-GENE-980172,0,0,0,0,0,0
XB-GENE-980189,266,339,506,443,382,373
