xenbase_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
XB-GENE-940327,159,198,72.23203352160775,241.33333333333334,219,293.25,342,1448,0
XB-GENE-940340,358,611,389.25724142268695,827,753,986.5,1470,4962,0
XB-GENE-940352,0,0,2.280350850198276,2,1.5,3.75,5,12,3
XB-GENE-940373,118,142,59.31413547095386,182.16666666666666,163.5,227.75,264,1093,0
XB-GENE-940444,18,25,17.60681686165901,34,31.5,32,68,204,0
XB-GENE-940455,0,1,1.7224014243685084,1.8333333333333333,1.5,2,5,11,1
XB-GENE-940467,53,65,41.33965005496136,93.83333333333333,95.5,96.75,167,563,0
XB-GENE-940487,60,62.5,24.93524948073844,82.16666666666667,73,101.5,117,493,0
XB-GENE-940512,51,64.5,29.47145511620807,86.83333333333333,87.5,106,126,521,0
XB-GENE-940526,6,6.25,3.763863263545405,8.833333333333334,7,10.75,15,53,0
XB-GENE-940537,469,663.5,374.06879937608625,957.3333333333334,1014.5,1229.75,1398,5744,0
XB-GENE-940547,24,49.5,16.37986568931504,53.5,57.5,64,69,321,0
XB-GENE-940553,84,120.25,36.42206291064067,138.16666666666666,141.5,154.5,190,829,0
XB-GENE-940580,66,79.5,31.20096152364539,101.5,97,119,149,609,0
XB-GENE-940597,65,109.25,34.45818722258422,121.83333333333333,127.5,139,165,731,0
XB-GENE-940708,119,142.25,49.78118787922468,174.83333333333334,168.5,194.75,256,1049,0
XB-GENE-940743,40,51.75,18.93849694845572,64.33333333333333,65,73,93,386,0
XB-GENE-940788,62,86,33.218468758608765,103.33333333333333,93,131.5,144,620,0
XB-GENE-940797,67,74.75,41.935267575951706,108.83333333333333,100.5,136,171,653,0
XB-GENE-940837,28,39.25,28.647280266487194,57.333333333333336,46,78.25,98,344,0
XB-GENE-940857,20,30,12.345039489608771,36,32.5,44.75,53,216,0
XB-GENE-940889,105,128.5,50.33653411456402,159.16666666666666,158,164.25,249,955,0
XB-GENE-940899,64,75,36.247298749929854,103.33333333333333,98,127.75,155,620,0
XB-GENE-940920,5,9.25,3.9370039370059056,10.5,10,11.5,17,63,0
XB-GENE-940964,153,178.25,100.94239281227024,254.83333333333334,248.5,285,427,1529,0
XB-GENE-941023,63,110.25,65.42909648364912,145.83333333333334,129,196.5,231,875,0
XB-GENE-941043,145,205.75,94.07869046707654,271,271.5,350,378,1626,0
XB-GENE-941057,6,8,4.604345773288535,10,8.5,9.75,19,60,0
XB-GENE-941069,49,59.25,18.272018680667625,71.33333333333333,68,85,96,428,0
XB-GENE-941078,64,79.25,19.873768305650206,92.16666666666667,95,104,118,553,0
XB-GENE-941092,43,53.25,17.029386365926403,65,65.5,78.5,84,390,0
XB-GENE-941120,52,54,15.974980438172686,66,61,73.25,93,396,0
XB-GENE-941133,2,2.5,6.164414002968976,7,5,9,18,42,0
XB-GENE-941147,494,560,231.95143169781613,772.6666666666666,835,965.25,995,4636,0
XB-GENE-941157,306,390.25,90.50248615369635,428.5,404,499.5,540,2571,0
XB-GENE-941168,112,155.75,92.4779252939136,230.16666666666666,252.5,284,346,1381,0
XB-GENE-941179,61,95.75,34.81809874188997,109.5,102,128.5,161,657,0
XB-GENE-941191,54,58,21.710980324864806,74.16666666666667,66,90.5,105,445,0
XB-GENE-941211,0,0,0,0,0,0,0,0,6
XB-GENE-941222,30,35.5,13.347908700117284,43.833333333333336,38.5,54.25,62,263,0
XB-GENE-941235,74,96,26.257697284161587,113.33333333333333,122,130.75,141,680,0
XB-GENE-941246,42,58.5,20.517472228972718,67.16666666666667,61,75.5,101,403,0
XB-GENE-941258,244,289.75,96.2365142067535,339.3333333333333,295,386.5,497,2036,0
XB-GENE-941269,114,168.25,81.1552011066861,212.16666666666666,202,237.25,349,1273,0
XB-GENE-941280,94,122.25,58.18590894709818,159,152,178.75,256,954,0
XB-GENE-941305,114,119.75,42.90182591296863,154.16666666666666,146,173.75,225,925,0
XB-GENE-941319,103,118.75,38.311443025115445,147.83333333333334,146.5,176.5,195,887,0
XB-GENE-941349,403,493.75,265.72724110761897,655.8333333333334,564,747.5,1125,3935,0
XB-GENE-941374,419,594.25,247.86286531063905,762,820,888.25,1083,4572,0
XB-GENE-941401,31,34.25,12.564500255349063,43.666666666666664,41,50,64,262,0
XB-GENE-941410,362,449.75,216.30811357875598,587,507,733,907,3522,0
XB-GENE-941453,0,0,0,0,0,0,0,0,6
XB-GENE-941466,33,36.25,10.284292229738838,44.166666666666664,43,50.5,59,265,0
XB-GENE-941475,51,53.75,27.28369476445593,73,62.5,84,120,438,0
XB-GENE-941514,322,379.25,122.4788417101773,451.6666666666667,418,496.5,663,2710,0
XB-GENE-941532,189,225,110.4833320762307,308.1666666666667,291,376.5,470,1849,0
XB-GENE-941545,668,793,325.0454839967272,1053.1666666666667,1055,1272,1491,6319,0
XB-GENE-941571,18,23,18.334848422244093,36.166666666666664,32,44,67,217,0
XB-GENE-941582,4,5.5,2.562550812504343,7.166666666666667,7,8.5,11,43,0
XB-GENE-941594,99,108.75,67.78790452580755,150,133.5,147,282,900,0
XB-GENE-941608,347,441.25,162.63701915615644,533,502,586.75,811,3198,0
XB-GENE-941619,72,103,84.08012052005317,159.66666666666666,154,177.25,307,958,0
XB-GENE-941631,166,183.25,53.410361042279675,225.33333333333334,223,255.25,304,1352,0
XB-GENE-941640,37,46.75,25.288337232803585,67.5,69.5,84,101,405,0
XB-GENE-941650,46,50.25,17.7426040929735,61,57.5,61,95,366,0
XB-GENE-941665,152,194.75,88.67562611375612,248.83333333333334,218.5,307.5,380,1493,0
XB-GENE-941677,394,445.5,169.9169404934854,591.1666666666666,603.5,733.75,776,3547,0
XB-GENE-941703,33,42.75,30.21754457264852,66.5,62.5,91.25,104,399,0
XB-GENE-941712,24,37.25,17.829750418892576,48.5,48,62.5,70,291,0
XB-GENE-941724,302,311.5,144.33491146173427,419.1666666666667,376.5,464,677,2515,0
XB-GENE-941738,452,533,200.15868704605353,671.5,625.5,794.5,973,4029,0
XB-GENE-941754,2,2.5,2.5099800796022267,4.5,4,6.25,8,27,0
XB-GENE-941780,113,201.5,69.63524012069368,217.66666666666666,213,233.5,329,1306,0
XB-GENE-941790,40,69,39.963733559316,83.5,75.5,82,159,501,0
XB-GENE-941803,14,14.25,12.33963802818651,24.333333333333332,19.5,35.25,40,146,0
XB-GENE-941812,150,201.25,74.61277817282149,243.66666666666666,228,291.5,351,1462,0
XB-GENE-941824,19,22,9.287985070329661,28.333333333333332,25.5,33.5,43,170,0
XB-GENE-941836,871,998.75,328.2848864426546,1240.1666666666667,1172,1502.75,1672,7441,0
XB-GENE-941845,22,31.5,19.276929216034386,44,44.5,47.75,77,264,0
XB-GENE-941882,52,65.25,31.918646587848926,85,72,111,127,510,0
XB-GENE-941913,0,0,0,0,0,0,0,0,6
XB-GENE-941933,65,85.25,50.513364568201155,117,102.5,137.75,203,702,0
XB-GENE-941943,1,2,1.3662601021279464,2.3333333333333335,2,2,5,14,0
XB-GENE-941959,102,121,28.959742171964628,140.33333333333334,142,156.25,181,842,0
XB-GENE-941969,947,1081.25,460.5990664341386,1417.5,1277.5,1779,2041,8505,0
XB-GENE-941983,118,161.25,89.295016658266,224,211,294.5,337,1344,0
XB-GENE-942001,46,91.75,75.79291963413645,137.16666666666666,129,166.25,261,823,0
XB-GENE-942013,43,48,29.763512337536152,67.66666666666667,59,73,123,406,0
XB-GENE-942025,16,20,8.04155872120988,23.333333333333332,21,22.75,39,140,0
XB-GENE-942050,174,253.25,102.8579927213567,306.1666666666667,281.5,369.75,457,1837,0
XB-GENE-942068,104,127.5,56.356011214421486,170,165.5,216.25,237,1020,0
XB-GENE-942088,76,111,49.03230227785217,138.83333333333334,138.5,154.75,218,833,0
XB-GENE-942100,180,207.25,58.41717783894277,245.83333333333334,230,288.75,327,1475,0
XB-GENE-942114,54,70.75,29.427877939124322,92,92.5,112,131,552,0
XB-GENE-942128,225,249.75,88.19674975114823,306.6666666666667,271,352.25,451,1840,0
XB-GENE-942142,135,172.5,72.35376055649537,222.33333333333334,224.5,249.5,337,1334,0
XB-GENE-942157,301,361,127.89474839361728,444.6666666666667,409.5,530,633,2668,0
XB-GENE-942169,34,49,24.008331887076203,67,73,82.75,95,402,0
XB-GENE-942182,692,848.25,269.91362816031847,1055.8333333333333,1123,1258.25,1337,6335,0
XB-GENE-942193,14,18.25,10.385887861259944,23.666666666666668,20,25.5,43,142,0
XB-GENE-942206,19,28.25,21.05231578710523,44,41.5,60.75,71,264,0
XB-GENE-942235,160,221.5,99.82584835602451,295,309.5,365.25,415,1770,0
XB-GENE-942265,26,34.75,12.323419438884107,41.333333333333336,40,45.25,62,248,0
XB-GENE-942280,60,81.5,30.367197214538365,101.83333333333333,105.5,120.5,141,611,0
XB-GENE-942290,5,11.25,10.23067283548187,16.333333333333332,12,23.25,31,98,0
XB-GENE-942317,15,19.25,21.64871050817269,34.333333333333336,28.5,40.75,73,206,0
XB-GENE-942364,0,0,0,0,0,0,0,0,6
XB-GENE-942405,93,155.5,74.1523207099189,196.16666666666666,189,249.5,292,1177,0
XB-GENE-942418,23,36.5,16.621271511730583,42.333333333333336,39,43,73,254,0
XB-GENE-942430,0,2.75,6.306081720582652,7.833333333333333,8.5,12.75,15,47,1
XB-GENE-942442,27,29,11.781341180018513,36,30,40,57,216,0
XB-GENE-942464,26,28.25,11.467344941179714,34.5,29,36.5,56,207,0
XB-GENE-942477,0,1,1.4719601443879744,1.8333333333333333,1.5,2.75,4,11,1
XB-GENE-942506,10,11.25,6.06630035524124,15,12.5,16.75,26,90,0
XB-GENE-942518,201,259.25,91.89432336475778,310.1666666666667,283,365.25,450,1861,0
XB-GENE-942568,144,193.75,100.77582382033236,249.16666666666666,208,303.25,411,1495,0
XB-GENE-942595,17,26.25,22.701688630290626,36.166666666666664,30.5,32.5,81,217,0
XB-GENE-942618,75,120,53.178943201233324,144,141.5,154,235,864,0
XB-GENE-942655,208,256,83.18112766727799,302.5,275,350.25,432,1815,0
XB-GENE-942668,33,38,13.212367943206345,49.166666666666664,52,57,66,295,0
XB-GENE-942690,0,0.25,1.3662601021279464,1.3333333333333333,1,2.5,3,8,2
XB-GENE-942709,108,133.25,59.796320957062235,184,208,227.25,238,1104,0
XB-GENE-942726,1134,1544,627.4366103440251,1904.5,1728,2423.5,2699,11427,0
XB-GENE-942742,134,169,49.27068093704409,197,190.5,223.25,271,1182,0
XB-GENE-942754,210,232.5,81.35518832051628,278.3333333333333,252.5,284.5,434,1670,0
XB-GENE-942765,0,0,3.265986323710904,1.3333333333333333,0,0,8,8,5
XB-GENE-942777,0,0,1.5491933384829668,1,0.5,1,4,6,3
XB-GENE-942799,55,75.25,35.31383109585629,100.33333333333333,99,127.25,145,602,0
XB-GENE-942811,4309,5388.5,1311.4950883120632,6247.166666666667,6748,6996.75,7663,37483,0
XB-GENE-942847,0,0,0.816496580927726,0.6666666666666666,0.5,1,2,4,3
XB-GENE-942859,1184,1914,779.7657767988196,2296.6666666666665,2194,2897,3256,13780,0
XB-GENE-942891,0,0.25,0.8944271909999159,1,1,1.75,2,6,2
XB-GENE-942904,59,105.25,42.180564244685016,120,111.5,143.25,181,720,0
XB-GENE-942916,51,59.5,22.862633269157776,75.5,68.5,94,106,453,0
XB-GENE-942951,44,55.25,14.661741597322832,61.833333333333336,57,69.25,85,371,0
XB-GENE-942966,0,0,0,0,0,0,0,0,6
XB-GENE-943021,534,673.25,273.5144724994761,810.8333333333334,726,864.25,1313,4865,0
XB-GENE-943040,50,51.5,18.151216671801002,66.66666666666667,61.5,80.5,92,400,0
XB-GENE-943061,20,30.25,18.447222013083703,42.5,39,58.25,65,255,0
XB-GENE-943091,42,44.25,42.33871356886823,73.16666666666667,54,88.5,148,439,0
XB-GENE-943104,594,808.5,360.90811388311386,1041.6666666666667,1018,1213.25,1603,6250,0
XB-GENE-943116,1247,1665.5,552.7098394878335,1988.1666666666667,1926.5,2360.75,2745,11929,0
XB-GENE-943127,48,54,16.024980499208105,66,63.5,79.75,85,396,0
XB-GENE-943140,67,121.75,85.29810470735364,174.83333333333334,181,201.25,310,1049,0
XB-GENE-943151,208,219.25,113.16890032159895,309,267,406.25,456,1854,0
XB-GENE-943167,2166,2229,555.4074780435232,2660.3333333333335,2444,3132.25,3389,15962,0
XB-GENE-943178,1,3,1.0954451150103321,3,3,3.75,4,18,0
XB-GENE-943191,94,124.75,61.93356655858491,171.83333333333334,173.5,218.5,248,1031,0
XB-GENE-943202,35,44.25,22.739099952871193,61.333333333333336,60,75.75,93,368,0
XB-GENE-943213,107,166,45.801382802996976,177.83333333333334,181,186.25,249,1067,0
XB-GENE-943227,18,30,12.14358541233464,34.666666666666664,34,37.25,55,208,0
XB-GENE-943243,128,242.25,105.86674013431539,277.8333333333333,258,323.25,441,1667,0
XB-GENE-943254,7,11.25,19.947430912275394,22.5,15.5,23.5,61,135,0
XB-GENE-943273,1060,1257,379.60861423313355,1508.5,1422.5,1793.5,2027,9051,0
XB-GENE-943288,123,134,30.029430009020594,160.16666666666666,169,179.25,195,961,0
XB-GENE-943299,315,352.25,92.6342269358362,421.5,411.5,495.5,535,2529,0
XB-GENE-943341,105,129.75,58.9262250615123,162.5,137.5,188.75,262,975,0
XB-GENE-943359,240,274.75,62.84186502642963,315.5,305,354.75,407,1893,0
XB-GENE-943406,62,76,45.50494478625372,106.5,101.5,113.5,189,639,0
XB-GENE-943422,117,132,40.99105593500449,167.66666666666666,176.5,200.75,210,1006,0
XB-GENE-943438,144,177.5,44.01552756319827,204.83333333333334,205.5,235,261,1229,0
XB-GENE-943452,61,90.25,104.39093191779958,171.66666666666666,154,236.5,328,1030,0
XB-GENE-943462,40,82.75,37.622688190328276,100.66666666666667,111,120.5,145,604,0
XB-GENE-943473,256,329,120.95233220846413,409.3333333333333,399,493.75,571,2456,0
XB-GENE-943499,420,431.5,129.27180667106035,535,489.5,633.75,717,3210,0
XB-GENE-943510,121,130,67.98529252713413,176,164,178.5,305,1056,0
XB-GENE-943529,0,1,1.7511900715418263,1.6666666666666667,1,1.75,5,10,1
XB-GENE-943541,146,161.25,43.48984555809168,197.83333333333334,203.5,230,248,1187,0
XB-GENE-943555,0,1,2.258317958127243,2.5,2,3.75,6,15,1
XB-GENE-943588,111,165.25,66.67233309252046,201,197.5,230.5,304,1206,0
XB-GENE-943602,129,140.75,49.664541341551384,181.83333333333334,175.5,221.5,245,1091,0
XB-GENE-943615,105,152.25,67.44899307377885,187.83333333333334,168,231,287,1127,0
XB-GENE-943642,2,2.25,1.1690451944500122,3.1666666666666665,3,3.75,5,19,0
XB-GENE-943661,39,46,22.84513077222365,59.5,55.5,59.75,103,357,0
XB-GENE-943673,27,27.5,8.453795991545258,34.666666666666664,32.5,40.5,47,208,0
XB-GENE-943685,7,8.25,3.6193922141707713,10.5,9.5,11.5,17,63,0
XB-GENE-943696,58,77.75,31.59535830888244,101.33333333333333,110,120.5,139,608,0
XB-GENE-943720,9,13.5,13.060117406312497,22.833333333333332,19,32.75,41,137,0
XB-GENE-943755,294,382,130.97696998582106,463.1666666666667,444.5,556.5,641,2779,0
XB-GENE-943778,186,233.25,77.0837207197473,281.5,281.5,308,406,1689,0
XB-GENE-943792,94,121.75,48.14145822469444,157,158.5,199.75,208,942,0
XB-GENE-943806,60,86.25,61.454590281497005,127.33333333333333,119.5,150.5,229,764,0
XB-GENE-943842,19,21.5,10.019980039900279,30,31,34.5,45,180,0
XB-GENE-943865,0,0.25,1.8618986725025255,1.3333333333333333,1,1,5,8,2
XB-GENE-943880,173,188,63.989582485484824,237.33333333333334,229.5,265,341,1424,0
XB-GENE-943896,0,0,0,0,0,0,0,0,6
XB-GENE-943907,0,0,5.830951894845301,4,0.5,8.5,12,24,3
XB-GENE-943918,36,69.5,45.77954419461455,89.16666666666667,84.5,90.5,173,535,0
XB-GENE-943932,23,33.5,16.419500601419035,44,43.5,52,69,264,0
XB-GENE-943948,3,5.5,9.268225288586807,13.5,13.5,20.75,25,81,0
XB-GENE-943960,26,27,7.9603182515943836,31.166666666666668,28,30.5,47,187,0
XB-GENE-943989,110,131.75,50.480359216894115,170.66666666666666,168,212.5,231,1024,0
XB-GENE-944019,544,640.5,281.7528467765085,838.3333333333334,750,1082.25,1189,5030,0
XB-GENE-944029,0,0,2.041241452319315,0.8333333333333334,0,0,5,5,5
XB-GENE-944050,138,166.5,58.70065303441408,205.16666666666666,195,235.5,297,1231,0
XB-GENE-944063,16,25.75,13.574485871172678,32.333333333333336,28,40,53,194,0
XB-GENE-944074,181,198,98.7733094852383,258.1666666666667,218,278.5,442,1549,0
XB-GENE-944086,12,13.75,11.916375287812984,23,20.5,28,43,138,0
XB-GENE-944100,17,38.25,21.842618890600093,47.5,42.5,62.5,77,285,0
XB-GENE-944110,127,161.25,65.43903014766238,207.66666666666666,200,259.75,291,1246,0
XB-GENE-944129,269,387.25,154.45959557977181,478.1666666666667,467,582,685,2869,0
XB-GENE-944152,66,91.75,30.798809500801596,111.16666666666667,120,126.5,150,667,0
XB-GENE-944163,277,339.25,115.57753530278566,410.1666666666667,385.5,470,591,2461,0
XB-GENE-944175,305,353.75,126.3889499389352,458.8333333333333,477,538.75,622,2753,0
XB-GENE-944189,134,160,85.01450856569522,219.66666666666666,213.5,237,370,1318,0
XB-GENE-944281,168,188.5,162.3113263659276,289.8333333333333,226.5,317.75,594,1739,0
XB-GENE-944293,257,282.75,84.00634896641245,351.3333333333333,346.5,413.25,461,2108,0
XB-GENE-944310,25,38.25,25.84569596664017,54,45,74.25,89,324,0
XB-GENE-944343,249,450.25,216.01728325915653,573.6666666666666,616.5,692,848,3442,0
XB-GENE-944355,399,423.25,117.43324344778469,516.8333333333334,486,618.5,665,3101,0
XB-GENE-944374,120,140.5,82.5687592252663,206,197.5,246.25,337,1236,0
XB-GENE-944386,10,13.5,10.419532938988516,19.833333333333332,15.5,25,37,119,0
XB-GENE-944409,81,97.5,47.35996903152141,129.16666666666666,117.5,149.5,208,775,0
XB-GENE-944420,0,1,1.0327955589886444,1.3333333333333333,1,1.75,3,8,1
XB-GENE-944429,22,31.75,14.274686219551961,41.166666666666664,40.5,53.75,57,247,0
XB-GENE-944458,963,1006.75,237.53792679626272,1207.6666666666667,1166,1423.5,1488,7246,0
XB-GENE-944479,34,36.5,21.04281350010022,54,49.5,67,86,324,0
XB-GENE-944490,3,7.75,5.683308895353129,11.5,13.5,15.5,17,69,0
XB-GENE-944503,65,103.5,43.408140557580516,126.33333333333333,124,152,187,758,0
XB-GENE-944522,570,652.5,171.1101010071196,786.3333333333334,797.5,911,1000,4718,0
XB-GENE-944540,387,402.75,128.56230655470782,507.3333333333333,470.5,604.25,687,3044,0
XB-GENE-944572,516,701.5,310.9842439738708,916,899,1165.5,1292,5496,0
XB-GENE-944595,81,145.5,164.09834449703223,278.3333333333333,282.5,418.75,460,1670,0
XB-GENE-944647,32,38.75,17.10458028326526,52.166666666666664,52,66,72,313,0
XB-GENE-944671,1037,1276.5,448.4117527451751,1561.5,1474.5,1816.5,2242,9369,0
XB-GENE-944688,30,34.25,10.21763181955584,40,38,41,59,240,0
XB-GENE-944700,181,221.75,86.15509271076202,285.5,277.5,356.5,391,1713,0
XB-GENE-944722,33,42.5,30.195474274577418,67.83333333333333,69,87.25,109,407,0
XB-GENE-944735,20,25,35.09985754956849,46,34,47.5,114,276,0
XB-GENE-944750,0,0.25,2.6394443859772205,1.8333333333333333,1,1.75,7,11,2
XB-GENE-944767,50,53.5,22.43583443214597,69.83333333333333,60.5,86.25,102,419,0
XB-GENE-944784,40,57.25,28.8859827598093,79,83.5,103.75,108,474,0
XB-GENE-944825,88,107.25,52.73613561875766,150.5,152,193,212,903,0
XB-GENE-944854,256,340.5,143.31782861877304,436,436,505.25,651,2616,0
XB-GENE-944866,133,162,48.51391552946433,191,179,222.25,262,1146,0
XB-GENE-944885,11,16.25,7.25028735062733,21.166666666666668,23,25.25,30,127,0
XB-GENE-944896,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-944936,20,21.25,7.339391437078872,26.666666666666668,24.5,30,39,160,0
XB-GENE-944949,230,309.75,106.45828604043307,367.8333333333333,362,406.75,539,2207,0
XB-GENE-944967,6,11.25,14.528133626404552,19.333333333333332,14,22.75,46,116,0
XB-GENE-944990,60,71.5,49.200271001963664,110.66666666666667,100.5,147.5,178,664,0
XB-GENE-944999,332,397,134.44317262942982,505.1666666666667,528.5,616.5,643,3031,0
XB-GENE-945020,13,19.25,13.396516960264957,24.666666666666668,20.5,23.25,51,148,0
XB-GENE-945031,1,2.25,9.137833441248533,6.5,3.5,4,25,39,0
XB-GENE-945055,10,18.5,19.367498547824912,29.5,26,32,65,177,0
XB-GENE-945076,77,90.5,64.56547064801742,137.5,116.5,173.25,241,825,0
XB-GENE-945089,0,1,4.445971959725642,3.1666666666666665,1.5,2.75,12,19,1
XB-GENE-945101,833,858.25,202.24506586482318,1029.6666666666667,994,1159.75,1329,6178,0
XB-GENE-945117,31,43.25,30.493715199474575,59.333333333333336,48.5,65,116,356,0
XB-GENE-945136,32,37.5,20.054093513960353,51.833333333333336,44.5,68,79,311,0
XB-GENE-945148,11,11.5,17.14253967960018,20.333333333333332,14,16.5,55,122,0
XB-GENE-945160,1422,1515.5,377.6752132013255,1808.1666666666667,1767.5,1967.75,2426,10849,0
XB-GENE-945189,0,0,2.422120283277993,1.3333333333333333,0,1.5,6,8,4
XB-GENE-945219,14,18.25,9.928074670683468,26.166666666666668,27.5,31.5,40,157,0
XB-GENE-945234,28,46,15.841927492154062,50.166666666666664,48.5,52.5,77,301,0
XB-GENE-945248,382,480.5,120.76202493609763,552.3333333333334,578.5,595.5,726,3314,0
XB-GENE-945270,392,480.75,263.2305073504969,660.5,565,878,1006,3963,0
XB-GENE-945308,496,605.5,205.06194186147755,752,749,874.5,1044,4512,0
XB-GENE-945322,2722,2937,1031.3209813955432,3789.8333333333335,3782,4227.25,5422,22739,0
XB-GENE-945342,22,32.5,24.152984632683943,49.166666666666664,45,62.75,86,295,0
XB-GENE-945361,3,4.25,3.970726214015097,6.833333333333333,6,7.75,14,41,0
XB-GENE-945370,45,52.25,19.085771314428627,66.66666666666667,64,82.5,90,400,0
XB-GENE-945384,0,0,0.816496580927726,0.6666666666666666,0.5,1,2,4,3
XB-GENE-945394,1350,1768,539.6356795715668,2004.6666666666667,1813.5,2299.25,2837,12028,0
XB-GENE-945408,91,128.25,59.163051532748604,155.33333333333334,143.5,160.25,265,932,0
XB-GENE-945418,6,11,10.152175464730043,15.666666666666666,12.5,16.25,35,94,0
XB-GENE-945442,46,60.75,29.364377511990046,79.33333333333333,78,86.25,130,476,0
XB-GENE-945490,97,103.5,52.9216401862225,141.5,124,161,234,849,0
XB-GENE-945506,0,0,0.816496580927726,0.6666666666666666,0.5,1,2,4,3
XB-GENE-945527,8,13.5,10.764137989949155,18.333333333333332,15.5,18.25,39,110,0
XB-GENE-945540,98,109.5,60.57612290883815,154.33333333333334,142,174.5,260,926,0
XB-GENE-945549,4,6,6.554896388705672,10.833333333333334,10.5,12.75,22,65,0
XB-GENE-945580,4,5.5,3.9200340134578764,8.166666666666666,7,11.5,13,49,0
XB-GENE-945599,10,13,5.5377492419453835,15.333333333333334,14,15,26,92,0
XB-GENE-945612,1421,1774.5,605.5521172175576,2199.1666666666665,2242,2501.75,3083,13195,0
XB-GENE-945636,154,164.5,46.389654018972806,205,204,239.75,265,1230,0
XB-GENE-945648,0,0,1.2110601416389966,0.6666666666666666,0,0.75,3,4,4
XB-GENE-945660,24,33.5,12.708265027138834,41.5,42,49,59,249,0
XB-GENE-945682,78,107.25,45.263671967704965,141,153,173.25,190,846,0
XB-GENE-945707,18,30,16.533803756748373,40.833333333333336,42,53.25,60,245,0
XB-GENE-945726,9,9.25,3.0767948691238205,11.666666666666666,11,12.75,17,70,0
XB-GENE-945737,12,12,3.0605010483034745,14.166666666666666,12.5,16,19,85,0
XB-GENE-945748,0,0,1.5491933384829668,1,0.5,1,4,6,3
XB-GENE-945758,30,33.75,14.236104336041748,44.666666666666664,41,56.5,63,268,0
XB-GENE-945771,69,85.75,43.30242487436471,116.5,106,146.5,179,699,0
XB-GENE-945783,127,153.5,54.02962150524469,197,213,233.5,255,1182,0
XB-GENE-945795,17,21.5,15.201973556088038,32.5,27.5,44.75,53,195,0
XB-GENE-945819,57,74,31.20737092419033,94.5,87.5,120.5,134,567,0
XB-GENE-945828,4,5.25,2.5298221281347035,7,7,8,11,42,0
XB-GENE-945846,286,381,117.0260654726117,449.5,442,539.75,594,2697,0
XB-GENE-945858,3,4.25,7.884584115009914,9.833333333333334,8,11.75,24,59,0
XB-GENE-945894,249,306.75,134.56212939258455,391.1666666666667,379,415.25,630,2347,0
XB-GENE-945920,1,1.25,2.6583202716502514,2.6666666666666665,2,2,8,16,0
XB-GENE-945932,35,41.5,15.319921670818033,51.5,46.5,62,74,309,0
XB-GENE-945943,28,34.25,11.461529857164212,39.833333333333336,35.5,43.5,60,239,0
XB-GENE-945956,661,684,188.8879738539928,837.3333333333334,780.5,988,1093,5024,0
XB-GENE-945965,19,29.25,15.8671568551731,41.166666666666664,45.5,53.5,57,247,0
XB-GENE-945976,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-946012,81,96.25,45.393465021593876,129.16666666666666,122.5,148.75,204,775,0
XB-GENE-946025,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-946035,247,345.5,136.90933739766135,417.1666666666667,401,461.75,645,2503,0
XB-GENE-946045,224,353.75,139.21123038988867,418.8333333333333,408.5,482,630,2513,0
XB-GENE-946080,174,206.25,81.38652632141678,265.1666666666667,273,284.25,399,1591,0
XB-GENE-946093,17,26.25,17.769824609901658,39.166666666666664,40,50,63,235,0
XB-GENE-946107,75,153.25,58.09188124571855,171.33333333333334,178,199.75,245,1028,0
XB-GENE-946120,26,75.75,86.68025534495538,119.66666666666667,104.5,129.5,279,718,0
XB-GENE-946134,7,18,11.893976066339913,25.333333333333332,29,34,37,152,0
XB-GENE-946147,642,757,218.84301831830658,898.3333333333334,844.5,1052.75,1209,5390,0
XB-GENE-946172,1,4.25,2.6394443859772205,5.166666666666667,5,7.25,8,31,0
XB-GENE-946189,4437,5614.5,1628.625852265236,6589.166666666667,6411.5,7629.25,8891,39535,0
XB-GENE-946198,316,356,128.6262026182846,464.5,468,566.5,617,2787,0
XB-GENE-946212,15,25.75,8.594571930391103,28.666666666666668,28.5,33.5,40,172,0
XB-GENE-946226,185,229.5,66.94599813780258,271.1666666666667,262,324.5,354,1627,0
XB-GENE-946240,0,0,8.803408430829505,4.5,0,3.75,22,27,4
XB-GENE-946253,868,1266.25,598.5511395584062,1552.3333333333333,1465,1626.25,2636,9314,0
XB-GENE-946272,10,11.25,7.788880963698615,16.666666666666668,13,22.25,28,100,0
XB-GENE-946285,97,151.5,62.39791663188764,175.5,158,197.5,280,1053,0
XB-GENE-946295,91,111.25,28.16676528582341,129.83333333333334,130.5,151.25,164,779,0
XB-GENE-946315,63,109.75,68.21632258240447,137.66666666666666,123,140.75,265,826,0
XB-GENE-946327,249,269.5,85.02803459251935,333.8333333333333,322.5,365.75,477,2003,0
XB-GENE-946339,76,82,54.19102016632153,124.33333333333333,108,153.5,212,746,0
XB-GENE-946351,938,1092.25,414.3727790287388,1402,1381.5,1599.5,2043,8412,0
XB-GENE-946359,7,8.75,6.54217089351845,13,11.5,14.25,25,78,0
XB-GENE-946372,15,16.25,12.237919213112443,25.166666666666668,20,32,45,151,0
XB-GENE-946386,6,14.75,12.581732790041283,22.5,23,27.5,42,135,0
XB-GENE-946398,90,115.25,54.777428441527505,151.83333333333334,147.5,170,244,911,0
XB-GENE-946412,214,247,126.44471782825357,318.6666666666667,288,315.5,564,1912,0
